,Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM,Away,Home,Date
0,Rui Hachimura,28:00,.638,.583,.083,.250,0.0,15.2,8.1,4.3,1.6,0.0,0.0,20.0,125,108,-4.5,Charlotte Hornets,Los Angeles Lakers,2023-12-28
1,Anthony Davis,26:16,.626,.579,.053,.211,9.1,24.4,17.2,11.5,3.4,14.1,8.8,36.4,116,91,3.1,Charlotte Hornets,Los Angeles Lakers,2023-12-28
2,LeBron James,24:43,.632,.615,.385,.077,0.0,17.3,9.1,55.6,0.0,0.0,18.2,28.0,121,112,4.5,Charlotte Hornets,Los Angeles Lakers,2023-12-28
3,Jarred Vanderbilt,24:27,.438,.438,.250,.000,9.8,8.7,9.2,12.8,3.7,0.0,0.0,13.8,114,105,-2.2,Charlotte Hornets,Los Angeles Lakers,2023-12-28
4,Taurean Prince,22:30,.214,.214,.571,.000,0.0,14.2,7.5,12.8,6.0,0.0,12.5,14.9,59,98,-8.3,Charlotte Hornets,Los Angeles Lakers,2023-12-28
6,D'Angelo Russell,29:10,.735,.700,.700,.200,0.0,11.0,5.8,33.8,0.0,0.0,8.4,17.1,146,112,2.1,Charlotte Hornets,Los Angeles Lakers,2023-12-28
7,Max Christie,24:16,1.025,1.000,.750,.500,0.0,30.8,16.3,12.9,1.8,7.6,17.0,10.2,162,99,8.2,Charlotte Hornets,Los Angeles Lakers,2023-12-28
8,Austin Reaves,23:54,.901,.875,.375,.250,0.0,8.9,4.7,20.1,1.9,0.0,0.0,15.6,179,108,5.0,Charlotte Hornets,Los Angeles Lakers,2023-12-28
9,Christian Wood,23:20,1.125,1.125,.750,.000,0.0,22.9,12.1,18.0,0.0,4.0,33.3,10.8,133,107,5.6,Charlotte Hornets,Los Angeles Lakers,2023-12-28
10,Jaxson Hayes,6:42,.714,.714,.000,.000,17.9,15.9,16.9,0.0,0.0,0.0,0.0,43.9,137,112,5.0,Charlotte Hornets,Los Angeles Lakers,2023-12-28
11,Jalen Hood-Schifino,6:42,.200,.200,.200,.000,0.0,0.0,0.0,16.0,6.7,0.0,16.7,37.7,44,99,-27.4,Charlotte Hornets,Los Angeles Lakers,2023-12-28
