,Starters,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
0,Fred VanVleet,38:58,8,17,.471,5,10,.500,1,1,1.000,0,3,3,11,0,0,2,1,22,+14
1,Dillon Brooks,38:29,7,9,.778,3,3,1.000,3,4,.750,1,2,3,5,5,0,7,4,20,-3
2,Jalen Green,30:53,6,16,.375,4,8,.500,7,7,1.000,1,3,4,3,2,0,1,3,23,-4
3,Jabari Smith Jr.,30:06,7,10,.700,3,5,.600,0,0,,0,6,6,4,0,1,2,3,17,-1
4,Alperen Şengün,27:09,9,12,.750,1,1,1.000,0,1,.000,1,6,7,4,1,0,1,1,19,+9
5,player,,,,,,,,,,,,,,,,,,,,
6,Jock Landale,19:06,1,7,.143,0,3,.000,2,2,1.000,3,2,5,1,1,1,1,1,4,+2
7,Jae'Sean Tate,18:55,1,5,.200,1,2,.500,1,2,.500,1,5,6,5,0,0,0,4,4,+17
8,Amen Thompson,13:13,1,3,.333,0,1,.000,2,2,1.000,0,1,1,1,1,0,1,3,4,+10
9,Jeff Green,12:18,2,3,.667,2,2,1.000,3,4,.750,0,2,2,0,0,0,1,1,9,+2
10,Aaron Holiday,10:51,2,2,1.000,2,2,1.000,0,0,,0,1,1,1,0,0,1,1,6,-1
11,Reggie Bullock,Did Not Play,,,,,,,,,,,,,,,,,,,
12,Nate Hinton,Did Not Play,,,,,,,,,,,,,,,,,,,
13,Boban Marjanović,Did Not Play,,,,,,,,,,,,,,,,,,,
14,Jermaine Samuels,Did Not Play,,,,,,,,,,,,,,,,,,,
15,Cam Whitmore,Did Not Play,,,,,,,,,,,,,,,,,,,
