,Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM,Away,Home,Date
0,Aaron Nesmith,33:57,.745,.731,.462,.308,2.7,20.8,9.9,9.1,1.3,2.4,6.3,17.5,152,122,5.8,Phoenix Suns,Indiana Pacers,2024-01-26
1,Pascal Siakam,32:44,.665,.682,.136,.136,11.3,12.9,11.9,15.7,2.8,0.0,7.9,29.1,135,121,9.9,Phoenix Suns,Indiana Pacers,2024-01-26
2,Andrew Nembhard,29:34,.669,.656,.125,.063,3.1,0.0,1.9,31.1,1.5,0.0,5.7,22.2,148,126,7.3,Phoenix Suns,Indiana Pacers,2024-01-26
3,Myles Turner,17:49,.388,.333,.333,.167,0.0,23.8,9.4,10.2,0.0,0.0,23.7,17.8,78,126,-12.0,Phoenix Suns,Indiana Pacers,2024-01-26
4,Buddy Hield,14:20,.333,.333,.667,.000,6.4,9.8,7.8,24.5,0.0,0.0,25.0,10.5,105,128,-5.5,Phoenix Suns,Indiana Pacers,2024-01-26
6,Obi Toppin,33:18,.669,.667,.133,.333,16.6,21.2,18.4,9.9,1.4,2.4,5.5,20.6,146,122,6.2,Phoenix Suns,Indiana Pacers,2024-01-26
7,Bennedict Mathurin,21:25,.393,.393,.214,.000,12.9,13.2,13.0,0.0,2.1,0.0,6.7,26.3,96,123,-9.3,Phoenix Suns,Indiana Pacers,2024-01-26
8,Jalen Smith,20:25,.568,.591,.273,.091,22.6,34.6,27.3,0.0,2.2,4.0,14.9,24.8,112,117,-2.6,Phoenix Suns,Indiana Pacers,2024-01-26
9,T.J. McConnell,18:26,.200,.200,.000,.000,0.0,7.7,3.0,37.6,2.4,0.0,0.0,10.2,119,123,-3.0,Phoenix Suns,Indiana Pacers,2024-01-26
10,Ben Sheppard,18:02,.250,.250,.750,.000,0.0,15.7,6.2,9.6,0.0,0.0,20.0,10.4,69,127,-12.2,Phoenix Suns,Indiana Pacers,2024-01-26
11,Kendall Brown,0:0,Phoenix Suns,Indiana Pacers,2024-01-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,Isaiah Jackson,0:0,Phoenix Suns,Indiana Pacers,2024-01-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,James Johnson,0:0,Phoenix Suns,Indiana Pacers,2024-01-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,Oscar Tshiebwe,0:0,Phoenix Suns,Indiana Pacers,2024-01-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,Jarace Walker,0:0,Phoenix Suns,Indiana Pacers,2024-01-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
