,Starters,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,Away,Home,Date
0,Jordan Poole,33:15,6,13,.462,1,5,.200,0,0,,0,1,1,3,2,1,4,2,13,+5,Washington Wizards,San Antonio Spurs,2024-01-29
1,Tyus Jones,32:29,7,16,.438,1,4,.250,0,0,,1,1,2,9,2,1,1,0,15,+5,Washington Wizards,San Antonio Spurs,2024-01-29
2,Kyle Kuzma,31:38,7,18,.389,0,4,.000,4,4,1.000,2,9,11,5,0,2,2,2,18,+3,Washington Wizards,San Antonio Spurs,2024-01-29
3,Daniel Gafford,28:15,6,8,.750,0,0,,4,8,.500,8,5,13,2,2,1,1,2,16,+3,Washington Wizards,San Antonio Spurs,2024-01-29
4,Deni Avdija,25:09,3,6,.500,0,0,,3,5,.600,2,6,8,5,1,1,3,3,9,-13,Washington Wizards,San Antonio Spurs,2024-01-29
6,Bilal Coulibaly,30:37,5,6,.833,2,2,1.000,1,1,1.000,1,0,1,1,2,1,1,2,13,+13,Washington Wizards,San Antonio Spurs,2024-01-29
7,Corey Kispert,19:51,3,6,.500,2,5,.400,0,0,,0,4,4,3,0,1,1,1,8,-3,Washington Wizards,San Antonio Spurs,2024-01-29
8,Marvin Bagley III,19:44,5,6,.833,0,0,,5,6,.833,0,3,3,1,0,0,5,3,15,+2,Washington Wizards,San Antonio Spurs,2024-01-29
9,Landry Shamet,10:00,2,4,.500,2,4,.500,0,0,,0,0,0,2,0,0,0,0,6,+5,Washington Wizards,San Antonio Spurs,2024-01-29
10,Delon Wright,9:00,2,3,.667,1,1,1.000,0,0,,0,2,2,1,0,0,0,0,5,+5,Washington Wizards,San Antonio Spurs,2024-01-29
