,Starters,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
0,Franz Wagner,30:48,11,14,.786,4,6,.667,5,6,.833,3,3,6,3,0,1,2,1,31,+9
1,Jalen Suggs,28:41,9,15,.600,3,6,.500,1,1,1.000,1,2,3,3,2,0,2,4,22,+4
2,Anthony Black,26:58,3,5,.600,1,2,.500,0,0,,0,5,5,3,0,1,2,1,7,+4
3,Paolo Banchero,26:46,2,8,.250,0,0,,2,3,.667,1,3,4,4,0,0,4,2,6,+8
4,Goga Bitadze,23:43,2,5,.400,0,0,,4,4,1.000,1,6,7,2,0,1,1,1,8,+7
5,player,,,,,,,,,,,,,,,,,,,,
6,Cole Anthony,26:09,9,16,.563,3,5,.600,4,5,.800,3,3,6,5,0,2,1,4,25,+14
7,Joe Ingles,19:52,5,7,.714,1,1,1.000,1,1,1.000,0,4,4,6,1,0,2,1,12,+16
8,Gary Harris,19:19,2,2,1.000,2,2,1.000,2,3,.667,0,2,2,4,2,0,1,3,8,+20
9,Moritz Wagner,18:30,5,7,.714,0,1,.000,1,1,1.000,0,4,4,1,0,1,2,1,11,+18
10,Caleb Houstan,10:00,3,3,1.000,3,3,1.000,0,0,,0,3,3,1,0,0,1,3,9,-4
11,Chuma Okeke,5:07,0,2,.000,0,1,.000,0,0,,0,0,0,2,0,0,0,0,0,-1
12,Admiral Schofield,4:07,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,1,0,0
13,Jonathan Isaac,Did Not Dress,,,,,,,,,,,,,,,,,,,
