,Starters,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
0,Terry Rozier,39:28,10,17,.588,8,13,.615,6,7,.857,1,1,2,13,0,0,3,4,34,+4
1,Miles Bridges,34:05,7,14,.500,2,6,.333,2,2,1.000,1,3,4,1,0,0,2,3,18,+3
2,Gordon Hayward,32:11,7,12,.583,1,3,.333,2,4,.500,0,6,6,7,1,0,0,4,17,-13
3,Brandon Miller,30:10,6,14,.429,3,8,.375,1,1,1.000,0,4,4,2,0,0,2,5,16,+3
4,Nick Richards,26:16,2,6,.333,0,0,,2,2,1.000,3,3,6,1,0,0,0,1,6,-14
5,player,,,,,,,,,,,,,,,,,,,,
6,P.J. Washington,31:49,5,11,.455,2,6,.333,3,4,.750,1,7,8,3,0,1,0,3,15,+6
7,Bryce McGowens,22:31,1,4,.250,0,2,.000,1,2,.500,0,1,1,1,0,0,1,2,3,+9
8,Ish Smith,14:41,2,4,.500,1,1,1.000,0,0,,0,0,0,3,1,0,2,0,5,-3
9,JT Thor,8:49,0,2,.000,0,2,.000,0,0,,0,0,0,0,1,1,0,0,0,-5
10,Leaky Black,Did Not Play,,,,,,,,,,,,,,,,,,,
11,James Bouknight,Did Not Play,,,,,,,,,,,,,,,,,,,
12,Théo Maledon,Did Not Play,,,,,,,,,,,,,,,,,,,
