,Starters,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
0,Tobias Harris,40:01,10,17,.588,2,6,.333,1,2,.500,0,7,7,3,3,0,2,1,23,+6
1,Tyrese Maxey,40:01,7,16,.438,0,3,.000,4,4,1.000,0,1,1,4,2,0,1,1,18,+6
2,Joel Embiid,34:45,8,22,.364,0,2,.000,12,13,.923,5,8,13,7,0,1,4,2,28,+22
3,Kelly Oubre Jr.,29:53,8,13,.615,5,6,.833,2,3,.667,3,2,5,0,1,0,0,3,23,+8
4,De'Anthony Melton,21:20,1,6,.167,1,3,.333,1,2,.500,0,5,5,5,1,0,1,4,4,+10
5,player,,,,,,,,,,,,,,,,,,,,
6,Patrick Beverley,28:05,1,6,.167,0,3,.000,0,0,,3,2,5,1,2,1,2,3,2,+10
7,Furkan Korkmaz,21:33,4,7,.571,1,2,.500,1,1,1.000,0,1,1,0,3,0,1,0,10,+16
8,Paul Reed,12:00,3,4,.750,0,0,,0,0,,3,2,5,0,0,1,1,2,6,-5
9,Jaden Springer,8:37,0,1,.000,0,0,,0,0,,1,1,2,1,0,0,1,1,0,+8
10,Mo Bamba,1:15,0,0,,0,0,,0,0,,0,2,2,0,0,0,1,1,0,-2
11,Robert Covington,1:15,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,-2
12,KJ Martin,1:15,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,1,0,-2
13,Danuel House Jr.,Did Not Play,,,,,,,,,,,,,,,,,,,
14,Marcus Morris,Did Not Play,,,,,,,,,,,,,,,,,,,
