,Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
0,Jayson Tatum,32:12,.670,.567,.467,.667,5.7,20.1,15.3,14.7,0.0,0.0,4.9,30.5,145,122,-1.4
1,Derrick White,29:11,.625,.625,.750,.000,12.7,12.7,12.7,24.0,0.0,6.3,7.7,21.4,145,120,4.0
2,Jrue Holiday,28:31,1.063,1.063,.500,.000,0.0,16.2,10.8,21.5,0.0,3.2,27.3,18.6,149,121,7.7
3,Jaylen Brown,27:20,.818,.818,.727,.000,6.8,10.1,9.0,22.7,5.7,0.0,21.4,24.6,136,112,9.0
4,Kristaps Porziņģis,20:37,.883,.833,.444,.444,0.0,17.9,11.9,6.3,0.0,0.0,0.0,25.1,177,123,7.2
5,player,,,,,,,,,,,,,,,,
6,Payton Pritchard,23:11,.698,.643,.286,.286,0.0,11.9,8.0,14.5,0.0,0.0,0.0,16.3,159,125,-1.4
7,Al Horford,22:30,1.000,1.000,.750,.000,0.0,28.7,19.1,28.7,0.0,4.1,20.0,10.7,179,116,12.6
8,Luke Kornet,18:50,1.042,1.000,.000,1.000,9.8,19.6,16.3,6.2,0.0,0.0,0.0,14.7,225,122,6.4
9,Sam Hauser,12:18,1.250,1.250,.500,.000,0.0,0.0,0.0,9.0,0.0,0.0,33.3,11.7,143,129,2.2
10,Dalano Banton,6:37,.000,.000,.000,.000,0.0,0.0,0.0,28.4,7.9,0.0,0.0,7.3,121,110,2.6
11,Neemias Queta,4:26,,,,,0.0,20.8,13.9,0.0,0.0,20.8,,0.0,0,104,-4.7
12,Lamar Stevens,4:26,.333,.333,.000,.000,0.0,20.8,13.9,27.0,0.0,0.0,25.0,43.4,70,122,-29.4
13,Oshae Brissett,3:23,1.000,1.000,.000,.000,54.6,27.3,36.4,0.0,0.0,0.0,0.0,28.4,214,120,15.8
14,Svi Mykhailiuk,3:14,1.500,1.500,1.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.8,300,129,48.6
15,Jordan Walsh,3:14,,,,,0.0,28.5,19.0,29.1,0.0,0.0,,0.0,243,119,9.4
