,Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
0,Cade Cunningham,37:49,.615,.500,.200,.500,0.0,9.3,5.1,51.5,1.2,0.0,0.0,28.0,145,126,5.3
1,Bojan Bogdanović,36:30,.586,.571,.429,.357,0.0,22.5,12.4,12.4,0.0,0.0,19.8,24.0,95,127,-8.9
2,Jalen Duren,34:14,.660,.545,.000,.545,8.5,51.3,32.2,8.6,0.0,0.0,6.8,18.6,136,124,-2.3
3,Kevin Knox,30:50,.607,.607,.571,.000,0.0,7.6,4.2,10.3,1.5,2.3,6.7,21.1,111,123,-1.1
4,Jaden Ivey,29:03,.584,.300,.600,2.400,20.0,4.0,11.2,16.8,1.6,0.0,8.9,16.9,141,126,-0.6
5,player,,,,,,,,,,,,,,,,
6,Alec Burks,18:31,.976,.917,.500,.833,0.0,0.0,0.0,8.5,0.0,0.0,0.0,19.2,193,130,11.1
7,Isaiah Livers,17:23,.750,.750,1.000,.000,0.0,6.7,3.7,7.2,0.0,0.0,33.3,7.5,98,129,-7.6
8,James Wiseman,13:27,1.000,1.000,.000,.000,0.0,34.8,19.3,0.0,0.0,16.0,0.0,12.9,200,109,10.7
9,Ausar Thompson,12:02,.615,.500,.500,.500,0.0,9.7,5.4,0.0,0.0,0.0,0.0,17.6,127,129,-7.3
10,Killian Hayes,10:11,.000,.000,.000,.000,0.0,11.5,6.4,46.0,4.6,0.0,60.0,21.3,45,118,-16.7
