,Starters,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
0,Jayson Tatum,38:55,9,24,.375,1,8,.125,3,3,1.000,2,6,8,5,1,0,0,1,22,+6
1,Kristaps Porziņģis,36:13,6,11,.545,3,5,.600,6,8,.750,4,4,8,2,0,1,0,4,21,+2
2,Jaylen Brown,35:44,6,19,.316,1,9,.111,0,2,.000,0,2,2,1,2,0,0,3,13,-2
3,Derrick White,35:39,9,18,.500,5,12,.417,1,1,1.000,1,2,3,5,2,1,1,3,24,-2
4,Jrue Holiday,29:52,3,7,.429,1,3,.333,0,0,,1,1,2,3,0,0,1,0,7,-12
5,player,,,,,,,,,,,,,,,,,,,,
6,Al Horford,27:15,2,5,.400,2,5,.400,0,0,,3,7,10,2,0,0,0,3,6,+4
7,Sam Hauser,15:58,0,1,.000,0,1,.000,0,0,,0,1,1,1,0,0,0,2,0,-5
8,Payton Pritchard,12:21,1,2,.500,1,1,1.000,0,0,,1,1,2,1,0,0,0,1,3,0
9,Luke Kornet,8:03,2,2,1.000,0,0,,0,0,,0,2,2,1,0,0,0,0,4,-1
10,Dalano Banton,Did Not Play,,,,,,,,,,,,,,,,,,,
11,Oshae Brissett,Did Not Play,,,,,,,,,,,,,,,,,,,
12,Svi Mykhailiuk,Did Not Play,,,,,,,,,,,,,,,,,,,
13,Neemias Queta,Did Not Play,,,,,,,,,,,,,,,,,,,
14,Lamar Stevens,Did Not Play,,,,,,,,,,,,,,,,,,,
