,Starters,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,Away,Home,Date
0,Lauri Markkanen,34:59,12,19,.632,5,9,.556,4,5,.800,4,9,13,1,0,1,1,2,33,+8,Utah Jazz,Philadelphia76ers,2024-01-06
1,Simone Fontecchio,32:51,3,9,.333,1,6,.167,0,0,,1,6,7,2,1,0,4,1,7,+6,Utah Jazz,Philadelphia76ers,2024-01-06
2,John Collins,27:52,9,10,.900,0,0,,1,2,.500,1,4,5,2,0,1,1,1,19,+7,Utah Jazz,Philadelphia76ers,2024-01-06
3,Collin Sexton,27:07,9,14,.643,1,3,.333,3,4,.750,1,2,3,10,0,0,5,3,22,+7,Utah Jazz,Philadelphia76ers,2024-01-06
4,Kris Dunn,23:14,0,1,.000,0,1,.000,0,0,,0,5,5,1,1,2,1,3,0,+8,Utah Jazz,Philadelphia76ers,2024-01-06
6,Jordan Clarkson,30:39,5,14,.357,0,6,.000,8,9,.889,0,5,5,6,1,0,5,0,18,+1,Utah Jazz,Philadelphia76ers,2024-01-06
7,Walker Kessler,19:07,4,4,1.000,0,0,,2,2,1.000,1,3,4,0,1,0,0,2,10,+5,Utah Jazz,Philadelphia76ers,2024-01-06
8,Keyonte George,16:01,2,4,.500,0,2,.000,2,2,1.000,0,2,2,3,0,0,2,2,6,+5,Utah Jazz,Philadelphia76ers,2024-01-06
9,Kelly Olynyk,15:09,2,3,.667,1,1,1.000,0,0,,0,1,1,4,0,0,3,3,5,+5,Utah Jazz,Philadelphia76ers,2024-01-06
10,Ochai Agbaji,13:01,0,2,.000,0,2,.000,0,0,,1,2,3,1,0,0,1,1,0,+3,Utah Jazz,Philadelphia76ers,2024-01-06
11,Talen Horton-Tucker,0:0,Utah Jazz,Philadelphia76ers,2024-01-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,Luka Šamanić,0:0,Utah Jazz,Philadelphia76ers,2024-01-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,Omer Yurtseven,0:0,Utah Jazz,Philadelphia76ers,2024-01-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
