,Starters,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
0,Tyrese Maxey,3:16,1,3,.333,1,1,1.000,0,0,,0,1,1,0,0,0,0,1,3,+2
1,Tobias Harris,5:00,1,3,.333,0,0,,0,0,,0,0,0,1,0,0,0,1,2,-7
2,Nicolas Batum,5:00,0,1,.000,0,1,.000,0,0,,0,2,2,0,0,1,0,1,0,-7
3,De'Anthony Melton, ,,,,,,,,,,,,,,,,,,,
4,Paul Reed, ,,,,,,,,,,,,,,,,,,,
5,player,,,,,,,,,,,,,,,,,,,,
6,Kelly Oubre Jr.,5:00,1,2,.500,0,0,,0,0,,0,1,1,0,0,0,0,0,2,-7
7,Marcus Morris,1:29,0,0,,0,0,,0,0,,0,0,0,0,0,0,1,2,0,-9
8,Mo Bamba,3:31,0,0,,0,0,,0,0,,1,0,1,1,0,1,0,0,0,+2
9,Jaden Springer, ,,,,,,,,,,,,,,,,,,,
10,Patrick Beverley,1:44,0,1,.000,0,1,.000,0,0,,0,0,0,0,0,0,0,0,0,-9
11,KJ Martin, ,,,,,,,,,,,,,,,,,,,
12,Danuel House Jr.,Did Not Play,,,,,,,,,,,,,,,,,,,
13,Furkan Korkmaz,Did Not Play,,,,,,,,,,,,,,,,,,,
