,Starters,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
0,Tyrese Maxey,37:21,12,24,.500,5,12,.417,6,6,1.000,0,1,1,5,0,0,5,4,35,+1
1,Tobias Harris,36:31,4,10,.400,0,1,.000,1,1,1.000,1,4,5,3,1,0,1,5,9,-3
2,Joel Embiid,36:08,17,25,.680,0,1,.000,17,18,.944,2,10,12,3,2,1,2,5,51,+4
3,Kelly Oubre Jr.,29:19,3,6,.500,1,3,.333,0,1,.000,0,2,2,0,2,0,1,3,7,-7
4,De'Anthony Melton,16:19,1,2,.500,0,1,.000,2,2,1.000,0,3,3,2,0,0,1,1,4,+7
5,player,,,,,,,,,,,,,,,,,,,,
6,Marcus Morris,25:06,2,4,.500,1,2,.500,0,0,,0,1,1,0,1,0,0,2,5,+23
7,Patrick Beverley,17:43,2,5,.400,1,2,.500,0,0,,0,3,3,3,0,1,0,0,5,+7
8,Danuel House Jr.,17:26,0,1,.000,0,0,,0,0,,0,1,1,0,0,0,0,1,0,+10
9,Paul Reed,11:59,3,5,.600,0,0,,2,2,1.000,4,4,8,3,3,1,2,3,8,+10
10,KJ Martin,6:55,1,1,1.000,0,0,,1,2,.500,0,0,0,0,0,0,0,1,3,+12
11,Furkan Korkmaz,1:49,0,1,.000,0,0,,0,0,,0,0,0,0,0,0,0,0,0,+2
12,Mo Bamba,1:42,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,+2
13,Jaden Springer,1:42,0,0,,0,0,,0,0,,0,0,0,1,0,0,0,0,0,+2
