,Starters,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,Away,Home,Date
0,Klay Thompson,34:20,8,18,.444,2,7,.286,4,4,1.000,2,4,6,2,0,1,2,2,22,+8,Los Angeles Clippers,Golden State Warriors,2023-11-30
1,Stephen Curry,33:00,8,15,.533,3,9,.333,7,9,.778,0,7,7,8,1,1,2,2,26,-4,Los Angeles Clippers,Golden State Warriors,2023-11-30
2,Draymond Green,28:57,4,8,.500,2,4,.500,3,4,.750,1,4,5,5,0,0,2,5,13,-11,Los Angeles Clippers,Golden State Warriors,2023-11-30
3,Moses Moody,27:39,6,10,.600,1,4,.250,0,0,,2,1,3,1,0,1,0,2,13,-9,Los Angeles Clippers,Golden State Warriors,2023-11-30
4,Kevon Looney,12:55,0,4,.000,0,0,,2,2,1.000,2,3,5,2,0,0,0,2,2,-6,Los Angeles Clippers,Golden State Warriors,2023-11-30
6,Brandin Podziemski,31:15,5,10,.500,2,4,.500,1,2,.500,2,6,8,2,0,0,0,2,13,+12,Los Angeles Clippers,Golden State Warriors,2023-11-30
7,Dario Šarić,26:44,4,7,.571,2,4,.500,3,4,.750,0,5,5,5,1,0,0,2,13,+15,Los Angeles Clippers,Golden State Warriors,2023-11-30
8,Jonathan Kuminga,23:19,6,8,.750,3,5,.600,2,4,.500,1,5,6,3,1,1,1,0,17,+13,Los Angeles Clippers,Golden State Warriors,2023-11-30
9,Cory Joseph,21:50,0,2,.000,0,2,.000,1,2,.500,0,2,2,2,0,0,0,1,1,+12,Los Angeles Clippers,Golden State Warriors,2023-11-30
10,Trayce Jackson-Davis,0:0,Los Angeles Clippers,Golden State Warriors,2023-11-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,Lester Quinones,0:0,Los Angeles Clippers,Golden State Warriors,2023-11-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,Jerome Robinson,0:0,Los Angeles Clippers,Golden State Warriors,2023-11-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,Gui Santos,0:0,Los Angeles Clippers,Golden State Warriors,2023-11-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
