,Starters,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
0,Klay Thompson,32:38,6,10,.600,4,6,.667,2,2,1.000,0,3,3,1,0,0,1,4,18,0
1,Stephen Curry,31:23,9,15,.600,5,10,.500,7,7,1.000,3,5,8,7,2,0,3,1,30,+5
2,Draymond Green,28:58,5,11,.455,2,4,.500,3,3,1.000,2,3,5,3,0,1,3,5,15,-1
3,Andrew Wiggins,26:32,6,11,.545,0,1,.000,5,8,.625,4,1,5,1,0,0,0,1,17,-14
4,Kevon Looney,11:27,1,2,.500,0,0,,2,2,1.000,1,2,3,4,1,1,2,4,4,-5
5,player,,,,,,,,,,,,,,,,,,,,
6,Chris Paul,27:47,0,6,.000,0,2,.000,1,2,.500,0,2,2,13,2,0,0,1,1,+6
7,Gary Payton II,22:04,4,6,.667,1,3,.333,0,0,,0,3,3,1,2,0,1,2,9,+9
8,Jonathan Kuminga,21:48,9,15,.600,0,2,.000,1,2,.500,1,1,2,1,0,0,3,2,19,+3
9,Dario Šarić,19:48,6,9,.667,4,7,.571,4,4,1.000,1,5,6,3,1,0,1,2,20,+3
10,Moses Moody,17:31,3,7,.429,2,5,.400,0,0,,1,0,1,2,1,0,1,3,8,+4
11,Usman Garuba,Did Not Play,,,,,,,,,,,,,,,,,,,
12,Cory Joseph,Did Not Play,,,,,,,,,,,,,,,,,,,
13,Jerome Robinson,Did Not Play,,,,,,,,,,,,,,,,,,,
