,Starters,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
0,Cam Thomas,27:17,5,13,.385,0,2,.000,3,6,.500,0,3,3,0,0,0,0,3,13,-25
1,Mikal Bridges,24:34,3,8,.375,2,6,.333,1,2,.500,0,0,0,1,1,0,4,0,9,-13
2,Spencer Dinwiddie,24:00,5,11,.455,1,4,.250,6,7,.857,0,4,4,8,1,0,2,3,17,-10
3,Cameron Johnson,22:16,4,10,.400,2,7,.286,0,0,,1,2,3,0,0,0,1,2,10,-6
4,Nic Claxton,17:08,5,9,.556,0,0,,0,0,,1,8,9,2,0,0,2,5,10,-16
5,player,,,,,,,,,,,,,,,,,,,,
6,Day'Ron Sharpe,25:45,4,9,.444,0,1,.000,0,0,,4,9,13,5,0,1,3,4,8,-8
7,Trendon Watford,22:16,4,10,.400,0,1,.000,0,0,,2,2,4,6,0,2,2,2,8,-7
8,Jalen Wilson,16:42,2,3,.667,1,1,1.000,2,2,1.000,1,3,4,2,0,0,0,0,7,-4
9,Dorian Finney-Smith,15:33,0,3,.000,0,1,.000,0,0,,4,0,4,0,1,0,1,2,0,-9
10,Armoni Brooks,15:12,2,9,.222,2,6,.333,0,0,,2,0,2,2,0,1,0,0,6,+1
11,Harry Giles,14:48,4,9,.444,0,1,.000,3,3,1.000,3,3,6,1,1,0,0,1,11,+1
12,Royce O'Neale,14:29,1,1,1.000,0,0,,0,0,,0,1,1,1,1,0,1,1,2,-19
