,Starters,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,Away,Home,Date
0,Paolo Banchero,35:04,8,22,.364,1,4,.250,1,4,.250,0,2,2,3,3,1,4,4,18,-30,Minnesota Timberwolves,Orlando Magic,2024-01-09
1,Caleb Houstan,34:08,3,12,.250,2,10,.200,0,0,,3,4,7,2,0,0,0,2,8,-18,Minnesota Timberwolves,Orlando Magic,2024-01-09
2,Chuma Okeke,27:00,1,10,.100,1,8,.125,0,0,,2,8,10,1,0,1,0,2,3,-9,Minnesota Timberwolves,Orlando Magic,2024-01-09
3,Jalen Suggs,26:42,8,14,.571,4,8,.500,0,1,.000,1,4,5,2,3,0,2,2,20,-16,Minnesota Timberwolves,Orlando Magic,2024-01-09
4,Goga Bitadze,16:33,1,3,.333,0,0,,0,0,,4,2,6,1,1,2,1,4,2,-8,Minnesota Timberwolves,Orlando Magic,2024-01-09
6,Moritz Wagner,31:27,6,9,.667,1,4,.250,8,11,.727,3,5,8,2,2,0,1,3,21,-13,Minnesota Timberwolves,Orlando Magic,2024-01-09
7,Trevelin Queen,28:23,3,9,.333,3,4,.750,2,2,1.000,1,2,3,3,1,0,2,1,11,-10,Minnesota Timberwolves,Orlando Magic,2024-01-09
8,Anthony Black,21:15,1,4,.250,1,3,.333,0,0,,0,1,1,4,3,1,2,2,3,0,Minnesota Timberwolves,Orlando Magic,2024-01-09
9,Markelle Fultz,12:41,2,7,.286,0,0,,0,0,,1,2,3,2,0,0,0,0,4,-3,Minnesota Timberwolves,Orlando Magic,2024-01-09
10,Cole Anthony,6:47,1,4,.250,0,1,.000,0,0,,1,0,1,0,0,0,0,2,2,+2,Minnesota Timberwolves,Orlando Magic,2024-01-09
11,Wendell Carter Jr.,0:0,Minnesota Timberwolves,Orlando Magic,2024-01-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,Joe Ingles,Did Not Dress,Minnesota Timberwolves,Orlando Magic,2024-01-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
