,Starters,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,Away,Home,Date
0,Nikola Jokić,39:31,10,25,.400,1,6,.167,4,5,.800,1,15,16,12,3,2,3,1,25,+9,Milwaukee Bucks,Denver Nuggets,2024-01-29
1,Michael Porter Jr.,37:15,6,14,.429,1,3,.333,0,0,,2,6,8,0,0,0,1,2,13,-1,Milwaukee Bucks,Denver Nuggets,2024-01-29
2,Jamal Murray,35:51,13,22,.591,0,2,.000,9,10,.900,1,1,2,5,2,0,2,1,35,-3,Milwaukee Bucks,Denver Nuggets,2024-01-29
3,Kentavious Caldwell-Pope,33:47,5,9,.556,0,3,.000,2,2,1.000,0,1,1,2,1,0,0,1,12,-3,Milwaukee Bucks,Denver Nuggets,2024-01-29
4,Aaron Gordon,25:21,2,6,.333,1,2,.500,3,4,.750,2,4,6,2,0,1,2,6,8,-9,Milwaukee Bucks,Denver Nuggets,2024-01-29
6,Peyton Watson,23:05,3,4,.750,0,0,,0,0,,0,4,4,2,1,0,0,3,6,+14,Milwaukee Bucks,Denver Nuggets,2024-01-29
7,Reggie Jackson,20:12,3,7,.429,1,2,.500,2,2,1.000,1,1,2,5,0,0,0,4,9,+15,Milwaukee Bucks,Denver Nuggets,2024-01-29
8,Christian Braun,16:34,0,1,.000,0,0,,0,0,,2,4,6,1,0,0,0,2,0,+10,Milwaukee Bucks,Denver Nuggets,2024-01-29
9,DeAndre Jordan,8:24,2,3,.667,0,0,,1,1,1.000,0,2,2,0,0,1,0,2,5,-2,Milwaukee Bucks,Denver Nuggets,2024-01-29
10,Justin Holiday,0:0,Milwaukee Bucks,Denver Nuggets,2024-01-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,Jay Huff,0:0,Milwaukee Bucks,Denver Nuggets,2024-01-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,Zeke Nnaji,0:0,Milwaukee Bucks,Denver Nuggets,2024-01-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,Jalen Pickett,0:0,Milwaukee Bucks,Denver Nuggets,2024-01-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,Hunter Tyson,0:0,Milwaukee Bucks,Denver Nuggets,2024-01-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
