,Starters,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,Away,Home,Date
0,Kyrie Irving,32:55,15,22,.682,4,9,.444,0,0,,1,8,9,7,2,1,1,1,34,+17,San Antonio Spurs,Dallas Mavericks,2024-02-14
1,Luka Dončić,31:19,11,20,.550,1,8,.125,4,4,1.000,0,9,9,8,2,1,5,2,27,+25,San Antonio Spurs,Dallas Mavericks,2024-02-14
2,P.J. Washington,27:52,1,6,.167,1,3,.333,0,2,.000,1,5,6,2,0,1,1,2,3,+19,San Antonio Spurs,Dallas Mavericks,2024-02-14
3,Daniel Gafford,22:57,5,7,.714,0,0,,0,0,,2,8,10,2,0,1,2,4,10,+2,San Antonio Spurs,Dallas Mavericks,2024-02-14
4,Josh Green,18:05,3,4,.750,2,2,1.000,0,0,,1,2,3,2,0,0,0,2,8,+12,San Antonio Spurs,Dallas Mavericks,2024-02-14
6,Tim Hardaway Jr.,26:18,3,7,.429,2,4,.500,0,0,,0,2,2,5,1,0,3,2,8,+11,San Antonio Spurs,Dallas Mavericks,2024-02-14
7,Jaden Hardy,20:13,6,12,.500,1,3,.333,0,0,,0,2,2,1,0,1,0,0,13,+7,San Antonio Spurs,Dallas Mavericks,2024-02-14
8,Derrick Jones Jr.,19:00,0,2,.000,0,1,.000,0,0,,1,2,3,0,0,0,1,0,0,+7,San Antonio Spurs,Dallas Mavericks,2024-02-14
9,Dereck Lively II,17:08,3,5,.600,0,0,,2,2,1.000,1,4,5,1,0,4,0,0,8,+27,San Antonio Spurs,Dallas Mavericks,2024-02-14
10,Dwight Powell,7:55,1,2,.500,0,0,,1,2,.500,0,2,2,0,0,0,1,0,3,-6,San Antonio Spurs,Dallas Mavericks,2024-02-14
11,Olivier-Maxence Prosper,5:26,1,2,.500,0,0,,0,0,,1,1,2,0,1,1,1,0,2,-2,San Antonio Spurs,Dallas Mavericks,2024-02-14
12,A.J. Lawson,5:26,0,1,.000,0,0,,0,0,,0,2,2,0,0,0,0,0,0,-2,San Antonio Spurs,Dallas Mavericks,2024-02-14
13,Brandon Williams,5:26,0,2,.000,0,0,,0,0,,0,0,0,0,0,0,0,1,0,-2,San Antonio Spurs,Dallas Mavericks,2024-02-14
14,Markieff Morris,0:0,San Antonio Spurs,Dallas Mavericks,2024-02-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
