,Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
0,Jordan Poole,31:29,.458,.458,.417,.000,0.0,3.8,1.9,17.7,2.9,2.5,25.0,22.7,78,135,-11.1
1,Deni Avdija,29:35,.666,.563,.375,.500,0.0,20.3,10.3,32.0,0.0,0.0,17.0,17.7,131,140,-1.1
2,Kyle Kuzma,29:30,.650,.632,.421,.211,0.0,28.5,14.4,25.3,1.6,2.6,8.8,34.4,117,133,3.6
3,Tyus Jones,26:08,.500,.500,.833,.000,0.0,0.0,0.0,19.2,1.8,0.0,14.3,12.0,105,140,-7.7
4,Daniel Gafford,23:37,.838,.833,.000,.667,10.4,25.4,18.0,0.0,2.0,6.6,11.4,16.6,151,130,-0.8
5,player,,,,,,,,,,,,,,,,
6,Bilal Coulibaly,31:50,.810,.889,.667,.222,3.9,15.1,9.5,4.6,1.4,2.4,16.8,16.7,119,136,-0.9
7,Corey Kispert,21:09,.761,.786,.857,.286,0.0,17.0,8.6,0.0,0.0,3.7,11.3,18.7,115,138,-3.3
8,Danilo Gallinari,15:33,.580,.417,.500,.667,0.0,7.7,3.9,8.6,0.0,0.0,11.4,25.1,107,143,-8.9
9,Jared Butler,13:05,.820,.750,1.000,.500,0.0,9.2,4.6,42.3,3.5,0.0,17.0,20.1,151,134,6.8
10,Anthony Gill,9:46,.500,.500,.500,.000,0.0,24.6,12.4,26.5,0.0,0.0,0.0,9.1,135,139,-4.7
11,Patrick Baldwin Jr.,4:09,1.330,1.500,1.000,2.000,0.0,0.0,0.0,38.0,0.0,0.0,0.0,20.2,266,144,27.8
12,Mike Muscala,4:09,.000,.000,1.000,.000,0.0,28.9,14.6,0.0,0.0,0.0,0.0,21.5,0,139,-30.4
