,Starters,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
0,Damian Lillard,25:26,7,20,.350,1,5,.200,2,3,.667,1,1,2,5,2,0,1,1,17,-26
1,Brook Lopez,24:33,5,7,.714,1,3,.333,0,0,,0,4,4,1,1,3,2,2,11,-34
2,Andre Jackson Jr.,23:18,3,4,.750,0,1,.000,0,0,,2,6,8,0,0,0,1,2,6,-26
3,Malik Beasley,22:12,1,6,.167,0,3,.000,0,0,,1,4,5,1,0,0,0,3,2,-27
4,Khris Middleton,19:52,1,10,.100,0,3,.000,0,0,,0,2,2,2,0,1,3,3,2,-40
5,player,,,,,,,,,,,,,,,,,,,,
6,MarJon Beauchamp,22:52,0,3,.000,0,0,,0,0,,1,2,3,2,0,0,1,1,0,-12
7,Bobby Portis,21:11,6,11,.545,1,4,.250,3,4,.750,2,4,6,3,1,0,1,0,16,-8
8,Jae Crowder,19:00,5,13,.385,4,10,.400,1,2,.500,0,1,1,0,1,0,0,1,15,-3
9,Pat Connaughton,13:58,3,4,.750,2,3,.667,0,0,,0,1,1,1,0,1,0,0,8,-3
10,Cameron Payne,13:20,5,9,.556,2,5,.400,1,1,1.000,0,0,0,1,1,0,0,0,13,-4
11,A.J. Green,13:17,1,5,.200,1,4,.250,0,0,,1,1,2,1,0,0,0,2,3,+2
12,Chris Livingston,8:38,0,1,.000,0,0,,0,0,,0,1,1,0,0,0,0,2,0,-6
13,Robin Lopez,6:52,1,2,.500,0,1,.000,0,0,,1,0,1,1,0,0,0,0,2,-2
14,Thanasis Antetokounmpo,5:31,0,0,,0,0,,0,0,,0,0,0,1,0,1,1,1,0,-11
