,Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM,Away,Home,Date
0,Brandon Ingram,33:12,.568,.500,.455,.818,0.0,25.3,11.2,47.1,0.0,0.0,11.8,21.5,121,123,5.3,Phoenix Suns,New Orleans Pelicans,2024-01-19
1,Zion Williamson,32:44,.655,.676,.059,.176,2.9,7.3,4.9,5.9,0.0,2.8,9.8,26.1,111,124,1.6,Phoenix Suns,New Orleans Pelicans,2024-01-19
2,CJ McCollum,31:27,.454,.423,.538,.231,0.0,15.3,6.8,18.3,0.0,5.9,6.5,20.5,95,120,-1.4,Phoenix Suns,New Orleans Pelicans,2024-01-19
3,Jonas Valančiūnas,25:33,.633,.500,.200,.600,15.0,32.9,23.0,17.8,0.0,0.0,13.7,24.1,126,122,2.9,Phoenix Suns,New Orleans Pelicans,2024-01-19
4,Herbert Jones,23:23,.500,.500,.667,.000,4.1,10.3,6.8,12.5,0.0,0.0,10.0,18.0,98,126,-4.1,Phoenix Suns,New Orleans Pelicans,2024-01-19
6,Trey Murphy III,23:33,.313,.313,.625,.000,4.1,5.1,4.5,5.5,2.0,3.9,0.0,14.3,77,119,-6.5,Phoenix Suns,New Orleans Pelicans,2024-01-19
7,Larry Nance Jr.,18:28,.750,.750,1.000,.000,0.0,32.5,14.4,6.8,0.0,0.0,0.0,4.6,151,122,-1.3,Phoenix Suns,New Orleans Pelicans,2024-01-19
8,Jordan Hawkins,16:47,.591,.591,.727,.000,0.0,14.3,6.4,10.7,0.0,0.0,8.3,30.1,101,125,2.9,Phoenix Suns,New Orleans Pelicans,2024-01-19
9,Naji Marshall,12:51,.512,.375,.500,.500,0.0,0.0,0.0,10.0,0.0,0.0,17.0,19.2,93,128,-5.6,Phoenix Suns,New Orleans Pelicans,2024-01-19
10,Dyson Daniels,10:57,.250,.250,.250,.000,8.8,21.9,14.6,12.0,8.6,0.0,20.0,19.2,62,104,-4.5,Phoenix Suns,New Orleans Pelicans,2024-01-19
11,Jose Alvarado,7:06,.250,.250,.750,.000,0.0,0.0,0.0,19.7,0.0,0.0,0.0,23.7,64,127,-15.4,Phoenix Suns,New Orleans Pelicans,2024-01-19
12,Cody Zeller,3:59,,,,,24.1,30.1,26.8,0.0,11.8,23.2,,0.0,220,77,18.4,Phoenix Suns,New Orleans Pelicans,2024-01-19
