,Starters,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
0,Marcus Smart,37:40,9,20,.450,4,13,.308,3,5,.600,0,6,6,8,3,0,5,2,25,+10
1,Desmond Bane,36:32,8,14,.571,2,7,.286,5,5,1.000,2,3,5,5,1,1,3,3,23,-13
2,Jaren Jackson Jr.,31:48,11,20,.550,3,8,.375,3,4,.750,1,9,10,6,0,1,2,5,28,+25
3,Luke Kennard,21:52,3,5,.600,3,3,1.000,0,0,,0,3,3,3,0,0,0,2,9,+2
4,Xavier Tillman Sr.,3:11,0,3,.000,0,1,.000,0,0,,3,0,3,0,0,0,0,1,0,-7
5,player,,,,,,,,,,,,,,,,,,,,
6,Vince Williams Jr.,36:58,6,11,.545,3,4,.750,4,4,1.000,4,5,9,1,0,2,0,2,19,+23
7,Ziaire Williams,27:27,4,10,.400,1,5,.200,0,1,.000,2,2,4,3,2,0,1,4,9,+5
8,Bismack Biyombo,25:58,0,2,.000,0,0,,1,2,.500,1,5,6,2,0,3,2,3,1,-5
9,Santi Aldama,15:34,2,11,.182,1,7,.143,2,3,.667,2,5,7,1,1,1,4,2,7,-5
10,John Konchar,3:00,0,1,.000,0,1,.000,0,0,,0,1,1,0,0,0,0,0,0,-5
11,David Roddy,Did Not Play,,,,,,,,,,,,,,,,,,,
12,Derrick Rose,Did Not Dress,,,,,,,,,,,,,,,,,,,
