,Starters,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,Away,Home,Date
0,Tyler Herro,38:38,9,22,.409,2,7,.286,5,5,1.000,2,4,6,6,1,1,1,2,25,-1,Miami Heat,Utah Jazz,2023-12-30
1,Bam Adebayo,36:30,7,13,.538,0,0,,14,20,.700,3,13,16,3,3,3,4,1,28,-3,Miami Heat,Utah Jazz,2023-12-30
2,Jimmy Butler,22:52,2,3,.667,0,0,,4,4,1.000,0,2,2,1,0,1,2,2,8,+4,Miami Heat,Utah Jazz,2023-12-30
3,Nikola Jović,9:50,2,2,1.000,2,2,1.000,0,0,,1,1,2,1,0,0,1,5,6,+2,Miami Heat,Utah Jazz,2023-12-30
4,R.J. Hampton,8:06,0,1,.000,0,1,.000,0,0,,0,2,2,0,0,0,1,1,0,-5,Miami Heat,Utah Jazz,2023-12-30
6,Jaime Jaquez Jr.,35:08,2,9,.222,0,4,.000,5,5,1.000,0,1,1,1,0,0,2,4,9,-16,Miami Heat,Utah Jazz,2023-12-30
7,Duncan Robinson,32:10,4,8,.500,3,5,.600,0,0,,0,4,4,4,2,2,1,4,11,-10,Miami Heat,Utah Jazz,2023-12-30
8,Haywood Highsmith,26:10,1,5,.200,0,4,.000,2,2,1.000,0,6,6,1,2,1,2,2,4,+4,Miami Heat,Utah Jazz,2023-12-30
9,Kevin Love,19:59,4,11,.364,2,8,.250,2,4,.500,2,4,6,2,0,0,1,1,12,-7,Miami Heat,Utah Jazz,2023-12-30
10,Jamal Cain,10:37,3,4,.750,0,0,,0,0,,0,1,1,1,0,0,1,2,6,-8,Miami Heat,Utah Jazz,2023-12-30
11,Thomas Bryant,0:0,Miami Heat,Utah Jazz,2023-12-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,Josh Richardson,Did Not Dress,Miami Heat,Utah Jazz,2023-12-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
