,Starters,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
0,Brook Lopez,27:59,6,8,.750,2,4,.500,1,2,.500,1,4,5,3,0,2,1,3,15,+20
1,Malik Beasley,27:06,6,11,.545,4,8,.500,0,0,,1,3,4,0,0,0,0,0,16,+18
2,Damian Lillard,27:03,6,12,.500,3,8,.375,6,6,1.000,0,4,4,4,0,0,0,1,21,+25
3,Giannis Antetokounmpo,25:40,10,13,.769,0,0,,4,5,.800,5,7,12,6,1,1,4,2,24,+38
4,Khris Middleton,20:15,2,9,.222,1,5,.200,0,0,,0,2,2,7,1,0,0,2,5,+25
5,player,,,,,,,,,,,,,,,,,,,,
6,Bobby Portis,21:47,11,18,.611,5,6,.833,1,2,.500,1,11,12,0,1,0,0,1,28,+15
7,Pat Connaughton,21:15,1,1,1.000,0,0,,0,0,,1,0,1,3,0,0,0,3,2,+20
8,Andre Jackson Jr.,15:48,0,2,.000,0,2,.000,0,0,,2,2,4,4,0,0,0,5,0,+19
9,Cameron Payne,14:45,3,4,.750,1,2,.500,0,0,,0,4,4,3,0,0,0,0,7,-4
10,MarJon Beauchamp,12:00,0,2,.000,0,2,.000,0,0,,0,1,1,0,0,1,1,0,0,-8
11,Thanasis Antetokounmpo,8:54,3,5,.600,0,0,,0,0,,1,0,1,1,0,1,2,4,6,-2
12,Chris Livingston,8:54,1,1,1.000,0,0,,0,0,,0,2,2,1,0,0,1,0,2,-2
13,A.J. Green,8:34,3,6,.500,2,5,.400,1,1,1.000,0,2,2,2,0,1,0,1,9,+1
14,Robin Lopez,Did Not Play,,,,,,,,,,,,,,,,,,,
15,TyTy Washington Jr.,Did Not Play,,,,,,,,,,,,,,,,,,,
