,Starters,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,Away,Home,Date
0,Pascal Siakam,36:19,10,16,.625,0,4,.000,11,12,.917,1,4,5,5,0,1,2,1,31,-4,Toronto Raptors,Philadelphia76ers,2023-12-22
1,OG Anunoby,34:48,4,9,.444,0,4,.000,4,4,1.000,0,4,4,6,1,0,2,4,12,-11,Toronto Raptors,Philadelphia76ers,2023-12-22
2,Scottie Barnes,34:47,3,11,.273,2,7,.286,4,4,1.000,1,6,7,7,1,4,3,0,12,-1,Toronto Raptors,Philadelphia76ers,2023-12-22
3,Dennis Schröder,34:05,2,8,.250,0,2,.000,2,2,1.000,1,2,3,6,2,0,0,0,6,-16,Toronto Raptors,Philadelphia76ers,2023-12-22
4,Jakob Poeltl,28:48,9,15,.600,0,0,,1,2,.500,2,6,8,2,1,0,1,3,19,-14,Toronto Raptors,Philadelphia76ers,2023-12-22
6,Gary Trent Jr.,25:33,6,11,.545,5,8,.625,0,0,,1,3,4,1,1,0,0,3,17,-10,Toronto Raptors,Philadelphia76ers,2023-12-22
7,Precious Achiuwa,16:25,2,9,.222,0,2,.000,0,2,.000,3,3,6,1,2,0,1,2,4,-1,Toronto Raptors,Philadelphia76ers,2023-12-22
8,Otto Porter Jr.,14:54,1,3,.333,1,3,.333,2,2,1.000,0,3,3,0,0,0,0,3,5,-10,Toronto Raptors,Philadelphia76ers,2023-12-22
9,Malachi Flynn,9:45,1,4,.250,0,2,.000,0,0,,2,2,4,2,0,1,3,0,2,+9,Toronto Raptors,Philadelphia76ers,2023-12-22
10,Jalen McDaniels,2:18,1,1,1.000,1,1,1.000,0,0,,0,2,2,0,0,0,0,0,3,+3,Toronto Raptors,Philadelphia76ers,2023-12-22
11,Gradey Dick,2:17,0,0,,0,0,,0,0,,0,0,0,0,1,0,0,0,0,+5,Toronto Raptors,Philadelphia76ers,2023-12-22
12,Chris Boucher,0:0,Toronto Raptors,Philadelphia76ers,2023-12-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,Garrett Temple,0:0,Toronto Raptors,Philadelphia76ers,2023-12-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,Thaddeus Young,0:0,Toronto Raptors,Philadelphia76ers,2023-12-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
