,Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
0,Rudy Gobert,28:27,.826,.818,.000,.727,23.4,43.1,34.6,0.0,0.0,6.9,6.4,24.8,160,90,9.6
1,Karl-Anthony Towns,27:45,1.038,1.063,.375,.875,4.8,25.8,16.7,5.4,3.5,0.0,0.0,18.2,205,92,17.7
2,Anthony Edwards,27:18,.455,.444,.333,.222,0.0,11.2,6.4,28.5,1.8,3.6,0.0,16.5,119,98,0.5
3,Jaden McDaniels,23:54,.563,.563,.375,.000,0.0,8.5,4.8,16.8,4.1,0.0,33.3,22.8,79,96,-4.2
4,Mike Conley,20:24,.643,.643,.714,.000,0.0,20.0,11.3,63.7,0.0,0.0,0.0,15.6,163,101,11.9
5,player,,,,,,,,,,,,,,,,
6,Naz Reid,20:42,.574,.600,.600,.500,6.4,9.9,8.4,7.2,4.8,0.0,0.0,26.8,117,94,3.1
7,Nickeil Alexander-Walker,18:54,.333,.333,.667,.000,0.0,10.8,6.1,18.4,5.2,0.0,40.0,12.0,70,93,-3.4
8,Kyle Anderson,15:15,.500,.500,.000,.000,0.0,13.4,7.6,7.7,0.0,0.0,50.0,11.9,57,103,-13.6
9,Jordan McLaughlin,12:51,.333,.333,.667,.000,0.0,0.0,0.0,46.4,3.8,0.0,40.0,17.7,86,99,-6.2
10,Shake Milton,9:49,.600,.600,.000,.000,0.0,0.0,0.0,33.3,0.0,0.0,0.0,23.2,131,107,0.1
11,Troy Brown Jr.,9:17,.600,.600,1.000,.000,14.4,11.0,12.5,46.1,0.0,0.0,37.5,39.2,91,104,-2.1
12,Josh Minott,9:17,.258,.000,.000,.667,0.0,0.0,0.0,0.0,5.3,10.6,0.0,19.0,62,89,-9.7
13,Wendell Moore Jr.,8:16,1.000,1.000,.000,.000,0.0,0.0,0.0,0.0,11.9,0.0,0.0,11.0,200,81,13.2
14,Leonard Miller,7:51,.500,.500,.500,.000,0.0,26.0,14.7,0.0,6.3,12.5,20.0,29.0,72,77,-5.1
15,Daishen Nix,Did Not Play,,,,,,,,,,,,,,,
