,Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
0,D'Angelo Russell,41:10,.542,.500,.632,.263,0.0,2.6,1.3,16.3,1.1,0.0,4.5,22.6,109,131,-3.3
1,LeBron James,36:47,.621,.667,.333,.533,0.0,17.4,8.6,39.2,1.2,2.1,5.1,22.3,130,125,5.4
2,Austin Reaves,29:44,.450,.438,.375,.250,3.5,7.2,5.3,20.1,1.5,0.0,18.4,15.3,95,128,-6.8
3,Anthony Davis,28:48,.563,.575,.150,.050,7.2,18.5,12.8,11.8,3.1,2.7,12.8,34.1,97,120,0.1
4,Taurean Prince,25:27,.417,.417,.667,.000,0.0,12.6,6.2,4.6,0.0,3.0,25.0,13.2,64,128,-10.2
5,player,,,,,,,,,,,,,,,,
6,Rui Hachimura,22:17,.939,1.000,.600,1.600,0.0,23.9,11.8,5.9,2.0,0.0,0.0,16.0,188,123,10.3
7,Max Christie,20:11,.583,.583,.333,.000,0.0,31.7,15.7,6.3,0.0,3.8,0.0,12.5,115,123,-0.3
8,Jaxson Hayes,13:42,1.014,1.000,.000,.250,7.6,7.8,7.7,0.0,3.2,5.7,18.4,16.7,159,121,5.5
9,Christian Wood,10:01,.167,.167,.333,.000,0.0,21.3,10.5,0.0,8.8,0.0,25.0,33.5,25,108,-25.9
10,Jarred Vanderbilt,7:27,1.042,1.000,.000,1.000,0.0,0.0,0.0,0.0,5.9,0.0,0.0,8.1,219,121,5.9
11,Jalen Hood-Schifino,2:13,.000,.000,1.000,.000,0.0,0.0,0.0,48.1,0.0,34.9,0.0,18.9,54,111,3.0
12,Maxwell Lewis,2:13,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,134,-8.2
