,Starters,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
0,Josh Hart,42:31,4,10,.400,0,3,.000,2,2,1.000,1,9,10,10,2,2,3,2,10,+2
1,Precious Achiuwa,40:15,8,13,.615,0,3,.000,2,2,1.000,1,4,5,1,0,2,0,3,18,+14
2,Donte DiVincenzo,39:23,11,22,.500,9,15,.600,2,2,1.000,2,3,5,4,4,1,0,3,33,+23
3,Jalen Brunson,38:01,10,23,.435,2,6,.333,7,8,.875,0,3,3,9,0,1,0,2,29,+19
4,Isaiah Hartenstein,29:26,6,10,.600,0,0,,2,2,1.000,7,5,12,2,2,1,1,4,14,+1
5,player,,,,,,,,,,,,,,,,,,,,
6,Quentin Grimes,20:24,4,10,.400,2,6,.333,2,2,1.000,0,6,6,2,1,0,0,1,12,+6
7,Jericho Sims,18:34,1,2,.500,0,0,,0,0,,3,1,4,0,0,0,0,0,2,+14
8,Miles McBride,9:59,0,4,.000,0,1,.000,0,0,,0,0,0,1,0,0,0,1,0,-4
9,Ryan Arcidiacono,0:29,0,0,,0,0,,0,0,,0,0,0,0,0,0,1,0,0,0
10,Malachi Flynn,0:29,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0
11,Taj Gibson,0:29,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0
12,Charlie Brown Jr.,Did Not Play,,,,,,,,,,,,,,,,,,,
13,Jacob Toppin,Did Not Play,,,,,,,,,,,,,,,,,,,
