,Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
0,Jamal Murray,35:36,.291,.300,.400,.067,0.0,9.9,4.6,48.5,1.4,2.4,11.5,21.9,77,121,-2.9
1,Peyton Watson,32:21,.543,.542,.500,.167,0.0,7.2,3.4,11.0,1.5,5.3,7.2,19.1,96,120,-0.1
2,Nikola Jokić,31:32,.950,.950,.100,.000,6.6,29.7,17.5,47.8,1.5,2.7,41.2,24.0,106,116,8.5
3,Michael Porter Jr.,30:47,.466,.417,.667,.167,0.0,22.8,10.8,5.2,0.0,2.8,0.0,18.7,91,121,-2.3
4,Kentavious Caldwell-Pope,27:10,.735,.800,.600,.200,0.0,0.0,0.0,11.5,1.8,0.0,15.5,10.6,109,125,-1.5
5,player,,,,,,,,,,,,,,,,
6,Christian Braun,16:41,.420,.000,.667,1.333,0.0,21.1,9.9,8.0,0.0,0.0,17.4,15.4,81,124,-8.8
7,Justin Holiday,15:39,.000,.000,.667,.000,0.0,7.5,3.5,17.0,0.0,0.0,0.0,8.6,35,127,-12.3
8,Reggie Jackson,15:21,.400,.400,.500,.000,0.0,15.3,7.2,35.2,3.2,0.0,0.0,29.1,86,118,3.6
9,DeAndre Jordan,13:04,.750,.750,.000,.000,24.0,44.8,33.8,14.7,3.7,0.0,20.0,17.1,129,110,9.0
10,Julian Strawther,11:37,.571,.500,.571,.571,0.0,10.1,4.7,0.0,0.0,0.0,25.5,45.2,78,126,-14.3
11,Braxton Key,3:24,.615,.500,.000,.500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,121,129,2.8
12,Zeke Nnaji,3:24,.000,.000,.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.1,0,129,-18.8
13,Jalen Pickett,3:24,.000,.000,.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.1,0,129,-24.9
