,Starters,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
0,Jae Crowder,37:21,7,11,.636,4,5,.800,3,3,1.000,1,7,8,5,1,0,0,2,21,-15
1,Pat Connaughton,37:17,4,6,.667,1,2,.500,0,0,,1,1,2,9,0,1,4,2,9,-12
2,Malik Beasley,32:48,1,13,.077,0,9,.000,1,2,.500,2,2,4,3,1,0,1,0,3,-13
3,Giannis Antetokounmpo,27:21,7,14,.500,0,2,.000,3,7,.429,1,2,3,7,1,0,3,1,17,-18
4,Brook Lopez,25:43,5,8,.625,2,4,.500,0,0,,1,4,5,2,1,2,0,1,12,-21
5,player,,,,,,,,,,,,,,,,,,,,
6,Bobby Portis,29:12,5,12,.417,0,2,.000,2,2,1.000,4,5,9,3,1,0,3,3,12,-21
7,A.J. Green,21:48,9,11,.818,7,8,.875,2,2,1.000,0,2,2,3,0,0,1,0,27,-7
8,Andre Jackson Jr.,17:42,0,2,.000,0,0,,0,0,,0,1,1,3,1,0,1,0,0,-11
9,Thanasis Antetokounmpo,5:24,1,2,.500,0,0,,0,0,,0,0,0,0,0,0,0,1,2,-1
10,MarJon Beauchamp,5:24,1,2,.500,0,1,.000,0,0,,0,1,1,0,0,0,0,0,2,-1
11,Damian Lillard,Did Not Dress,,,,,,,,,,,,,,,,,,,
