,Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
0,Paul Reed,31:07,.500,.500,.167,.000,12.1,15.0,13.4,17.0,3.0,5.5,0.0,7.8,138,119,2.4
1,Tyrese Maxey,29:49,.429,.429,.500,.000,0.0,7.9,3.5,14.7,1.6,2.9,17.6,23.2,77,126,-8.4
2,Tobias Harris,29:24,.450,.429,.071,.071,0.0,27.9,12.4,15.7,0.0,2.9,6.5,21.3,94,125,-4.7
3,Kelly Oubre Jr.,24:30,.367,.367,.267,.000,3.8,9.6,6.4,0.0,0.0,3.5,6.3,26.5,74,129,-12.7
4,Jaden Springer,23:24,.405,.333,.333,.222,8.0,10.0,8.9,5.9,4.0,3.7,9.2,18.9,90,120,-3.8
5,player,,,,,,,,,,,,,,,,
6,KJ Martin,28:32,.718,.700,.300,.100,3.3,16.4,9.1,10.9,1.6,0.0,8.7,16.3,135,126,3.2
7,Patrick Beverley,22:56,.732,.688,.250,.250,0.0,15.3,6.8,34.3,0.0,0.0,25.3,21.0,117,130,1.0
8,Furkan Korkmaz,16:17,.000,.000,.667,.000,17.3,7.2,12.8,0.0,0.0,10.5,25.0,10.0,45,126,-8.6
9,Ricky Council IV,10:02,.808,.643,.429,1.143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.6,169,134,23.8
10,Terquavion Smith,10:02,.438,.438,.500,.000,0.0,11.7,5.2,35.9,4.7,0.0,11.1,36.4,88,120,0.5
11,Mo Bamba,8:44,,,,,0.0,26.8,11.9,13.4,0.0,0.0,100.0,9.3,21,126,-19.7
12,Kenneth Lofton Jr.,5:13,.250,.250,.500,.000,0.0,22.4,10.0,0.0,0.0,0.0,0.0,31.1,54,128,-20.2
