,Starters,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
0,Tobias Harris,34:39,8,11,.727,1,1,1.000,0,0,,0,6,6,6,2,1,1,2,17,-18
1,Tyrese Maxey,32:51,6,16,.375,1,5,.200,2,3,.667,0,2,2,7,0,0,3,4,15,-23
2,Kelly Oubre Jr.,31:42,7,17,.412,2,7,.286,3,5,.600,4,2,6,0,1,0,0,3,19,-17
3,Paul Reed,22:20,1,6,.167,0,1,.000,0,0,,3,3,6,0,0,1,0,0,2,-9
4,Danuel House Jr.,12:18,1,4,.250,0,2,.000,2,2,1.000,2,3,5,0,0,0,1,3,4,-3
5,player,,,,,,,,,,,,,,,,,,,,
6,Marcus Morris,23:30,4,10,.400,2,4,.500,0,0,,0,5,5,0,1,1,1,1,10,-3
7,Patrick Beverley,21:09,3,8,.375,1,3,.333,0,0,,2,1,3,2,0,0,1,1,7,-11
8,Jaden Springer,21:01,3,7,.429,0,2,.000,2,2,1.000,1,4,5,4,3,0,1,1,8,-5
9,Mo Bamba,17:46,2,7,.286,0,1,.000,1,2,.500,4,6,10,0,0,1,1,4,5,-7
10,Ricky Council IV,5:41,2,2,1.000,0,0,,3,4,.750,0,0,0,0,0,0,1,1,7,+4
11,KJ Martin,5:41,2,3,.667,0,1,.000,1,2,.500,0,1,1,0,0,1,1,0,5,+4
12,Terquavion Smith,5:41,1,2,.500,1,2,.500,0,0,,0,1,1,1,1,0,0,0,3,+4
13,Furkan Korkmaz,5:41,0,0,,0,0,,0,0,,0,1,1,0,0,0,0,1,0,+4
