,Starters,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
0,Jaylen Brown,31:32,13,24,.542,8,13,.615,2,4,.500,0,6,6,2,3,1,0,3,36,+32
1,Jayson Tatum,27:36,14,21,.667,4,9,.444,1,1,1.000,0,6,6,3,0,0,2,2,33,+27
2,Jrue Holiday,26:42,4,7,.571,1,3,.333,2,2,1.000,1,4,5,3,1,2,1,1,11,+28
3,Kristaps Porziņģis,23:52,7,9,.778,1,2,.500,0,0,,0,6,6,3,0,1,2,2,15,+30
4,Derrick White,23:36,2,3,.667,1,2,.500,0,0,,1,0,1,8,2,1,2,1,5,+27
5,player,,,,,,,,,,,,,,,,,,,,
6,Sam Hauser,25:08,3,10,.300,2,9,.222,0,0,,3,5,8,1,0,1,1,3,8,-10
7,Payton Pritchard,25:03,0,8,.000,0,6,.000,0,0,,1,6,7,6,1,0,4,3,0,-2
8,Al Horford,15:31,4,9,.444,0,3,.000,0,0,,4,1,5,1,2,0,0,1,8,+4
9,Luke Kornet,10:42,0,0,,0,0,,0,0,,0,1,1,1,0,0,1,1,0,-11
10,Oshae Brissett,10:16,0,4,.000,0,2,.000,0,0,,1,1,2,1,1,0,0,2,0,-10
11,Dalano Banton,9:41,1,3,.333,0,1,.000,0,0,,2,0,2,1,0,0,1,1,2,-17
12,Lamar Stevens,5:31,2,2,1.000,1,1,1.000,0,0,,2,0,2,0,0,0,3,1,5,-4
13,Svi Mykhailiuk,4:50,1,2,.500,1,2,.500,0,0,,0,0,0,1,1,0,0,0,3,+1
14,Jordan Walsh,Did Not Play,,,,,,,,,,,,,,,,,,,
