,Starters,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,Away,Home,Date
0,Fred VanVleet,29:14,2,9,.222,1,6,.167,4,4,1.000,1,3,4,10,1,0,1,2,9,+28,Los Angeles Lakers,Houston Rockets,2023-11-08
1,Jabari Smith Jr.,26:00,4,8,.500,2,4,.500,2,2,1.000,1,5,6,0,1,0,2,2,12,+19,Los Angeles Lakers,Houston Rockets,2023-11-08
2,Alperen Şengün,25:03,8,10,.800,0,0,,3,4,.750,0,7,7,4,0,0,1,1,19,+18,Los Angeles Lakers,Houston Rockets,2023-11-08
3,Dillon Brooks,24:42,2,6,.333,1,3,.333,0,0,,0,4,4,1,0,0,2,4,5,+18,Los Angeles Lakers,Houston Rockets,2023-11-08
4,Jalen Green,21:28,11,15,.733,5,6,.833,1,4,.250,1,6,7,3,1,0,1,3,28,+24,Los Angeles Lakers,Houston Rockets,2023-11-08
6,Jae'Sean Tate,27:26,6,10,.600,2,6,.333,0,0,,1,0,1,1,0,2,0,3,14,+16,Los Angeles Lakers,Houston Rockets,2023-11-08
7,Aaron Holiday,22:53,3,6,.500,1,2,.500,0,0,,0,2,2,3,0,0,0,3,7,+12,Los Angeles Lakers,Houston Rockets,2023-11-08
8,Tari Eason,14:09,4,10,.400,1,2,.500,0,0,,4,5,9,2,0,1,2,1,9,+5,Los Angeles Lakers,Houston Rockets,2023-11-08
9,Reggie Bullock,12:00,1,3,.333,1,2,.500,0,0,,0,1,1,1,0,0,0,0,3,+6,Los Angeles Lakers,Houston Rockets,2023-11-08
10,Jock Landale,12:00,1,3,.333,0,1,.000,0,0,,1,2,3,0,0,1,1,0,2,+6,Los Angeles Lakers,Houston Rockets,2023-11-08
11,Jeff Green,10:57,4,5,.800,0,0,,1,2,.500,3,3,6,0,0,0,1,3,9,+10,Los Angeles Lakers,Houston Rockets,2023-11-08
12,Jeenathan Williams,7:48,2,4,.500,0,1,.000,1,2,.500,0,0,0,1,1,0,0,0,5,+5,Los Angeles Lakers,Houston Rockets,2023-11-08
13,Boban Marjanović,6:17,3,4,.750,0,0,,0,1,.000,2,5,7,0,0,0,0,1,6,+3,Los Angeles Lakers,Houston Rockets,2023-11-08
