,Starters,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
0,Rudy Gobert,34:44,7,11,.636,0,0,,5,6,.833,7,9,16,1,0,4,0,4,19,+9
1,Karl-Anthony Towns,34:35,11,24,.458,2,10,.200,3,3,1.000,0,6,6,3,0,1,1,4,27,+26
2,Anthony Edwards,34:02,11,28,.393,3,10,.300,13,14,.929,1,2,3,5,1,0,4,4,38,+8
3,Nickeil Alexander-Walker,30:48,2,4,.500,1,3,.333,1,2,.500,1,4,5,5,1,0,0,2,6,+8
4,Jaden McDaniels,30:22,5,11,.455,1,4,.250,2,2,1.000,2,3,5,0,2,0,1,4,13,+10
5,player,,,,,,,,,,,,,,,,,,,,
6,Kyle Anderson,21:49,1,4,.250,0,0,,1,2,.500,1,4,5,5,0,0,0,1,3,-3
7,Naz Reid,20:45,2,9,.222,1,3,.333,0,0,,0,3,3,2,1,1,0,1,5,+2
8,Shake Milton,18:34,1,5,.200,0,1,.000,0,0,,2,1,3,3,1,1,1,1,2,0
9,Jordan McLaughlin,13:01,2,4,.500,1,1,1.000,0,0,,1,1,2,2,1,0,0,1,5,+1
10,Luka Garza,0:39,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,-3
11,Wendell Moore Jr.,0:39,0,0,,0,0,,0,0,,0,0,0,0,1,0,0,0,0,-3
12,Troy Brown Jr.,Did Not Play,,,,,,,,,,,,,,,,,,,
