,Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
0,Simone Fontecchio,31:07,.545,.458,.833,.333,9.8,8.9,9.3,8.4,3.1,0.0,12.7,19.9,115,110,1.7
1,Collin Sexton,30:17,.673,.639,.444,.167,3.4,9.1,6.4,40.9,0.0,0.0,9.4,27.6,137,117,9.9
2,Kelly Olynyk,29:32,.455,.389,.222,.222,3.5,28.1,16.4,34.1,0.0,0.0,23.3,17.1,104,110,-0.4
3,Lauri Markkanen,24:37,.715,.692,.615,.538,0.0,26.2,13.8,0.0,0.0,0.0,0.0,25.6,146,111,11.4
4,Keyonte George,3:57,.000,.000,1.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,66.7,29.8,0,120,-44.8
5,player,,,,,,,,,,,,,,,,
6,Ochai Agbaji,30:24,.208,.208,.417,.000,10.1,3.0,6.4,7.9,0.0,0.0,0.0,15.5,76,120,-10.3
7,Talen Horton-Tucker,24:15,.504,.536,.214,.143,0.0,15.2,8.0,20.4,0.0,0.0,11.8,27.3,96,115,-4.4
8,Walker Kessler,22:51,.541,.571,.000,.429,17.9,20.2,19.1,6.1,0.0,11.5,19.4,17.7,103,106,-0.4
9,Taylor Hendricks,20:17,.357,.357,.429,.000,10.1,9.1,9.6,6.2,4.7,4.3,12.5,15.5,86,104,-1.0
10,Kris Dunn,17:43,1.250,1.250,.500,.000,0.0,10.4,5.5,59.0,2.7,0.0,20.0,11.1,198,110,19.6
11,Omer Yurtseven,5:00,.000,.000,.000,.000,20.4,36.9,29.1,0.0,0.0,0.0,0.0,7.9,64,108,-8.2
12,Micah Potter,Did Not Play,,,,,,,,,,,,,,,
13,Brice Sensabaugh,Did Not Play,,,,,,,,,,,,,,,
