,Starters,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
0,Caris LeVert,44:21,12,28,.429,4,10,.400,3,9,.333,2,3,5,8,1,0,2,2,31,-2
1,Max Strus,41:46,7,20,.350,4,9,.444,3,3,1.000,1,10,11,6,0,0,1,2,21,-5
2,Dean Wade,36:49,2,5,.400,2,5,.400,0,0,,0,3,3,3,0,1,0,2,6,+3
3,Isaac Okoro,34:53,5,8,.625,0,0,,1,2,.500,2,3,5,3,0,1,0,3,11,-2
4,Evan Mobley,33:12,12,22,.545,1,1,1.000,8,10,.800,5,9,14,3,0,3,2,4,33,-15
5,player,,,,,,,,,,,,,,,,,,,,
6,Georges Niang,18:46,3,10,.300,1,4,.250,0,0,,1,2,3,2,0,1,1,3,7,-16
7,Tristan Thompson,8:24,2,3,.667,0,0,,0,0,,4,1,5,2,0,0,0,0,4,+1
8,Emoni Bates,6:30,0,1,.000,0,1,.000,0,0,,0,0,0,0,0,0,0,0,0,-15
9,Sam Merrill,5:53,0,2,.000,0,1,.000,0,0,,1,1,2,1,1,0,0,0,0,+2
10,Damian Jones,5:47,0,0,,0,0,,0,0,,2,1,3,0,0,0,0,0,0,-1
11,Craig Porter Jr.,3:39,0,0,,0,0,,0,0,,0,0,0,1,0,0,0,0,0,-10
12,Isaiah Mobley,Did Not Play,,,,,,,,,,,,,,,,,,,
