,Starters,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,Away,Home,Date
0,RJ Barrett,36:00,9,19,.474,0,2,.000,4,8,.500,2,4,6,4,1,0,3,1,22,-27,Los Angeles Clippers,Toronto Raptors,2024-01-26
1,Scottie Barnes,34:45,9,21,.429,1,5,.200,4,5,.800,1,4,5,4,1,0,1,1,23,-13,Los Angeles Clippers,Toronto Raptors,2024-01-26
2,Bruce Brown,31:35,4,8,.500,1,2,.500,0,0,,2,7,9,2,0,1,3,3,9,-9,Los Angeles Clippers,Toronto Raptors,2024-01-26
3,Gary Trent Jr.,28:59,5,13,.385,3,8,.375,0,0,,0,1,1,3,0,0,0,1,13,-12,Los Angeles Clippers,Toronto Raptors,2024-01-26
4,Thaddeus Young,23:58,6,6,1.000,0,0,,0,2,.000,4,2,6,4,1,1,0,3,12,-15,Los Angeles Clippers,Toronto Raptors,2024-01-26
6,Dennis Schröder,28:14,4,9,.444,1,4,.250,4,5,.800,0,4,4,5,2,1,1,2,13,+4,Los Angeles Clippers,Toronto Raptors,2024-01-26
7,Gradey Dick,21:08,3,7,.429,0,3,.000,0,0,,1,3,4,2,1,0,0,3,6,-3,Los Angeles Clippers,Toronto Raptors,2024-01-26
8,Chris Boucher,16:46,4,8,.500,0,3,.000,1,2,.500,3,2,5,0,0,0,0,1,9,-4,Los Angeles Clippers,Toronto Raptors,2024-01-26
9,Jordan Nwora,7:59,0,3,.000,0,3,.000,0,0,,1,0,1,1,0,0,2,1,0,-2,Los Angeles Clippers,Toronto Raptors,2024-01-26
10,Jontay Porter,4:24,0,0,,0,0,,0,0,,0,3,3,1,0,0,0,1,0,-3,Los Angeles Clippers,Toronto Raptors,2024-01-26
11,Javon Freeman-Liberty,1:33,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,-4,Los Angeles Clippers,Toronto Raptors,2024-01-26
12,Kira Lewis Jr.,1:33,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,1,0,-4,Los Angeles Clippers,Toronto Raptors,2024-01-26
13,Jalen McDaniels,1:33,0,1,.000,0,1,.000,0,0,,0,0,0,0,0,0,0,0,0,-4,Los Angeles Clippers,Toronto Raptors,2024-01-26
14,Garrett Temple,1:33,0,1,.000,0,1,.000,0,0,,1,0,1,0,0,0,1,0,0,-4,Los Angeles Clippers,Toronto Raptors,2024-01-26
15,Otto Porter Jr.,0:0,Los Angeles Clippers,Toronto Raptors,2024-01-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
