,Starters,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
0,Stephen Curry,5:00,3,3,1.000,2,2,1.000,2,2,1.000,0,1,1,0,1,0,1,0,10,-2
1,Klay Thompson,5:00,0,3,.000,0,2,.000,0,0,,0,0,0,0,0,0,0,1,0,-2
2,Draymond Green,4:22,0,0,,0,0,,0,0,,1,1,2,1,0,0,1,1,0,-5
3,Andrew Wiggins,2:34,0,1,.000,0,0,,0,0,,0,0,0,0,0,0,1,0,0,-5
4,Kevon Looney, ,,,,,,,,,,,,,,,,,,,
5,player,,,,,,,,,,,,,,,,,,,,
6,Jonathan Kuminga,4:00,2,4,.500,1,1,1.000,1,1,1.000,2,1,3,0,0,0,0,2,6,-5
7,Brandin Podziemski,3:15,1,2,.500,0,0,,0,0,,1,0,1,1,0,0,0,0,2,+4
8,Dario Šarić,0:37,0,0,,0,0,,0,0,,1,0,1,0,0,0,0,0,0,+3
9,Moses Moody,0:10,0,1,.000,0,1,.000,0,0,,1,0,1,0,0,0,0,0,0,+2
10,Cory Joseph, ,,,,,,,,,,,,,,,,,,,
11,Trayce Jackson-Davis,Did Not Play,,,,,,,,,,,,,,,,,,,
12,Chris Paul,Did Not Play,,,,,,,,,,,,,,,,,,,
13,Gary Payton II,Did Not Play,,,,,,,,,,,,,,,,,,,
