,Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM,Away,Home,Date
0,Donovan Mitchell,38:52,.561,.429,.381,.619,0.0,19.0,9.3,28.7,2.7,0.0,0.0,32.9,125,110,8.8,Chicago Bulls,Cleveland Cavaliers,2024-02-14
1,Jarrett Allen,35:14,.658,.667,.111,.222,3.3,31.4,17.0,12.8,1.5,2.7,0.0,13.4,139,108,5.1,Chicago Bulls,Cleveland Cavaliers,2024-02-14
2,Evan Mobley,30:53,.788,.813,.125,.250,15.2,19.9,17.5,0.0,1.7,3.1,10.1,15.3,143,110,3.0,Chicago Bulls,Cleveland Cavaliers,2024-02-14
3,Darius Garland,30:33,.551,.500,.500,.200,0.0,4.0,2.0,32.6,1.7,0.0,15.5,20.2,110,116,-0.4,Chicago Bulls,Cleveland Cavaliers,2024-02-14
4,Max Strus,29:46,.438,.438,.750,.000,0.0,12.4,6.0,13.8,1.7,0.0,11.1,14.5,88,114,-5.7,Chicago Bulls,Cleveland Cavaliers,2024-02-14
6,Isaac Okoro,26:52,.727,.727,.727,.000,0.0,4.6,2.2,12.2,0.0,0.0,0.0,19.6,133,120,6.3,Chicago Bulls,Cleveland Cavaliers,2024-02-14
7,Georges Niang,24:24,.557,.611,.556,.222,0.0,10.1,4.9,0.0,0.0,0.0,23.3,25.3,70,119,-14.6,Chicago Bulls,Cleveland Cavaliers,2024-02-14
8,Caris LeVert,23:26,.357,.357,.429,.000,5.0,15.8,10.2,51.3,0.0,0.0,12.5,16.3,111,117,0.9,Chicago Bulls,Cleveland Cavaliers,2024-02-14
9,Ty Jerome,Did Not Dress,Chicago Bulls,Cleveland Cavaliers,2024-02-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,Damian Jones,0:0,Chicago Bulls,Cleveland Cavaliers,2024-02-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,Sam Merrill,Did Not Dress,Chicago Bulls,Cleveland Cavaliers,2024-02-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,Zhaire Smith,0:0,Chicago Bulls,Cleveland Cavaliers,2024-02-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
