,Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM,Away,Home,Date
0,Jaren Jackson Jr.,33:06,.592,.472,.389,.500,3.5,17.3,10.4,35.5,1.5,0.0,8.3,34.7,115,130,1.1,Memphis Grizzlies,Chicago Bulls,2024-01-20
1,Vince Williams Jr.,29:53,.709,.722,.667,.222,0.0,19.1,9.6,13.4,1.7,0.0,16.8,19.1,102,129,-2.4,Memphis Grizzlies,Chicago Bulls,2024-01-20
2,Luke Kennard,29:44,.742,.778,.778,.111,0.0,7.7,3.8,40.5,0.0,0.0,24.1,20.1,107,136,-0.6,Memphis Grizzlies,Chicago Bulls,2024-01-20
3,Santi Aldama,27:44,.357,.357,.714,.000,0.0,33.0,16.5,18.2,1.8,6.0,22.2,15.6,66,121,-5.3,Memphis Grizzlies,Chicago Bulls,2024-01-20
4,John Konchar,26:35,.250,.250,.500,.000,0.0,21.5,10.7,35.9,0.0,6.2,33.3,10.8,76,128,-3.5,Memphis Grizzlies,Chicago Bulls,2024-01-20
6,David Roddy,31:37,.500,.500,.455,.000,0.0,7.2,3.6,18.7,0.0,0.0,8.3,18.2,91,136,-9.5,Memphis Grizzlies,Chicago Bulls,2024-01-20
7,Ziaire Williams,22:07,.372,.222,.556,.444,5.2,0.0,2.6,7.8,4.5,0.0,8.5,25.5,78,128,-13.1,Memphis Grizzlies,Chicago Bulls,2024-01-20
8,GG Jackson II,18:30,.887,1.000,.667,2.000,0.0,6.2,3.1,0.0,0.0,0.0,0.0,14.6,161,136,-1.1,Memphis Grizzlies,Chicago Bulls,2024-01-20
9,Jacob Gilyard,15:38,.500,.500,1.000,.000,0.0,7.3,3.7,10.6,3.2,0.0,25.0,12.3,74,129,-9.0,Memphis Grizzlies,Chicago Bulls,2024-01-20
10,Scotty Pippen Jr.,5:06,.615,.500,.000,.500,22.4,0.0,11.2,41.7,0.0,0.0,29.1,32.3,108,138,-4.8,Memphis Grizzlies,Chicago Bulls,2024-01-20
11,Jake LaRavia,Did Not Dress,Memphis Grizzlies,Chicago Bulls,2024-01-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,Xavier Tillman Sr.,Did Not Dress,Memphis Grizzlies,Chicago Bulls,2024-01-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
