,Starters,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,Away,Home,Date
0,Pascal Siakam,29:39,6,11,.545,2,4,.500,2,4,.500,2,6,8,2,1,1,2,2,16,-16,Golden State Warriors,Indiana Pacers,2024-02-08
1,Aaron Nesmith,25:49,4,7,.571,1,3,.333,4,6,.667,1,3,4,1,5,1,2,2,13,-9,Golden State Warriors,Indiana Pacers,2024-02-08
2,Tyrese Haliburton,25:49,2,7,.286,1,4,.250,0,0,,0,1,1,11,1,1,3,1,5,-9,Golden State Warriors,Indiana Pacers,2024-02-08
3,Andrew Nembhard,25:27,4,8,.500,2,4,.500,0,0,,0,1,1,3,1,1,2,1,10,-9,Golden State Warriors,Indiana Pacers,2024-02-08
4,Myles Turner,22:44,5,12,.417,2,5,.400,3,6,.500,0,7,7,1,0,1,1,3,15,-13,Golden State Warriors,Indiana Pacers,2024-02-08
6,Bennedict Mathurin,23:47,2,11,.182,0,3,.000,7,8,.875,0,0,0,1,0,0,1,2,11,-13,Golden State Warriors,Indiana Pacers,2024-02-08
7,T.J. McConnell,22:11,3,7,.429,0,0,,0,0,,0,0,0,8,1,0,1,1,6,-13,Golden State Warriors,Indiana Pacers,2024-02-08
8,Ben Sheppard,20:26,3,5,.600,1,3,.333,1,1,1.000,0,0,0,0,0,1,1,2,8,-11,Golden State Warriors,Indiana Pacers,2024-02-08
9,Obi Toppin,20:06,3,5,.600,1,3,.333,0,0,,0,1,1,2,0,0,1,1,7,-8,Golden State Warriors,Indiana Pacers,2024-02-08
10,Jalen Smith,13:19,6,6,1.000,2,2,1.000,0,0,,3,2,5,0,1,0,0,1,14,+3,Golden State Warriors,Indiana Pacers,2024-02-08
11,Isaiah Jackson,10:43,1,2,.500,0,0,,2,2,1.000,1,2,3,2,1,0,0,1,4,-12,Golden State Warriors,Indiana Pacers,2024-02-08
