,Starters,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
0,Damian Lillard,33:59,8,13,.615,5,7,.714,7,8,.875,1,2,3,7,1,1,3,4,28,+17
1,Giannis Antetokounmpo,33:49,15,22,.682,1,1,1.000,4,9,.444,3,5,8,10,3,0,4,3,35,+19
2,Brook Lopez,33:31,4,8,.500,1,4,.250,0,0,,2,6,8,3,3,3,0,4,9,+28
3,Malik Beasley,32:45,6,11,.545,6,10,.600,0,0,,0,3,3,0,0,0,0,4,18,+16
4,Khris Middleton,26:21,6,12,.500,2,3,.667,0,0,,2,2,4,7,1,0,2,1,14,+11
5,player,,,,,,,,,,,,,,,,,,,,
6,Bobby Portis,23:42,5,9,.556,1,3,.333,2,2,1.000,2,2,4,1,0,2,1,4,13,-7
7,MarJon Beauchamp,19:10,2,3,.667,2,2,1.000,0,0,,0,2,2,1,1,0,0,1,6,+9
8,A.J. Green,15:11,3,4,.750,3,4,.750,0,0,,0,0,0,1,0,0,0,0,9,+8
9,Cameron Payne,14:01,5,6,.833,2,3,.667,0,0,,0,2,2,2,1,0,1,2,12,+7
10,Thanasis Antetokounmpo,2:29,1,1,1.000,0,0,,0,0,,1,0,1,0,1,0,0,0,2,+4
11,Chris Livingston,2:29,0,1,.000,0,0,,0,0,,1,1,2,0,1,0,1,0,0,+4
12,Robin Lopez,2:29,0,1,.000,0,1,.000,0,0,,0,0,0,0,0,0,0,0,0,+4
13,Andre Jackson Jr.,0:04,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0
14,Marques Bolden,Did Not Play,,,,,,,,,,,,,,,,,,,
15,Lindell Wigginton,Did Not Play,,,,,,,,,,,,,,,,,,,
