,Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
0,Paolo Banchero,35:39,.593,.556,.222,.389,5.9,23.6,14.1,32.6,2.7,0.0,4.5,26.8,129,99,11.0
1,Franz Wagner,32:40,.625,.625,.250,.000,3.2,25.7,13.7,26.5,1.5,0.0,27.3,29.1,92,101,-1.9
2,Jalen Suggs,32:31,.389,.389,.444,.000,0.0,3.7,1.7,20.2,6.0,0.0,10.0,13.3,93,95,0.2
3,Markelle Fultz,30:30,.463,.455,.000,.182,10.3,15.7,12.8,19.0,3.2,0.0,0.0,16.8,118,100,2.9
4,Wendell Carter Jr.,26:21,.665,.500,.429,1.143,11.9,9.1,10.6,10.3,0.0,0.0,8.7,18.9,141,107,0.2
5,player,,,,,,,,,,,,,,,,
6,Jonathan Isaac,18:16,.571,.571,.000,.000,11.4,13.1,12.2,0.0,0.0,21.5,12.5,18.9,105,92,1.5
7,Anthony Black,16:42,1.136,,,,0.0,0.0,0.0,7.0,0.0,0.0,0.0,2.3,242,109,-4.9
8,Cole Anthony,16:23,.628,.500,.429,.571,0.0,22.0,10.2,18.2,0.0,0.0,10.2,25.7,124,105,2.0
9,Moritz Wagner,15:44,.556,.556,.000,.000,6.6,22.9,14.2,11.8,0.0,6.2,18.2,30.2,91,100,-4.1
10,Joe Ingles,15:14,.000,.000,1.000,.000,0.0,31.5,14.7,15.4,3.2,0.0,50.0,11.3,27,96,-12.8
11,Goga Bitadze,Did Not Play,,,,,,,,,,,,,,,
12,Caleb Houstan,Did Not Play,,,,,,,,,,,,,,,
13,Chuma Okeke,Did Not Play,,,,,,,,,,,,,,,
14,Admiral Schofield,Did Not Play,,,,,,,,,,,,,,,
