,Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
0,Brandon Ingram,40:26,.626,.575,.300,.450,5.9,17.8,11.9,20.3,1.2,0.0,7.7,28.2,135,126,2.3
1,CJ McCollum,35:53,.607,.607,.357,.000,0.0,6.7,3.3,24.9,2.8,6.1,12.5,19.6,126,123,4.3
2,Herbert Jones,34:48,.779,.731,.385,.308,10.3,6.9,8.6,19.2,0.0,6.3,6.3,19.9,164,129,7.8
3,Jonas Valančiūnas,29:26,.705,.636,.000,.364,16.3,28.5,22.4,0.0,0.0,0.0,7.3,20.6,146,125,-5.4
4,Zion Williamson,27:38,.625,.625,.250,.000,4.3,21.7,13.0,27.2,5.4,0.0,33.3,19.1,105,115,-0.3
5,player,,,,,,,,,,,,,,,,
6,Trey Murphy III,29:40,.576,.577,.615,.154,0.0,8.1,4.0,4.3,0.0,3.7,0.0,20.6,126,130,-3.1
7,Jose Alvarado,17:38,.922,1.000,.750,.500,0.0,20.4,10.2,14.0,5.7,12.4,17.0,14.7,149,109,16.9
8,Naji Marshall,13:28,.515,.333,.667,.667,17.8,17.8,17.8,16.4,3.7,0.0,20.5,15.9,125,120,-0.3
9,Dyson Daniels,6:22,.000,.000,.000,.000,18.8,0.0,9.4,0.0,15.7,0.0,0.0,6.9,80,98,4.4
10,Cody Zeller,4:38,,,,,0.0,0.0,0.0,0.0,10.8,0.0,,0.0,0,110,3.7
11,Jordan Hawkins,Did Not Play,,,,,,,,,,,,,,,
12,Kira Lewis Jr.,Did Not Play,,,,,,,,,,,,,,,
13,Jeremiah Robinson-Earl,Did Not Play,,,,,,,,,,,,,,,
