,Starters,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,Away,Home,Date
0,Aaron Nesmith,36:37,6,13,.462,3,6,.500,2,2,1.000,1,5,6,1,1,0,2,6,17,+2,Indiana Pacers,New York Knicks,2024-02-01
1,Pascal Siakam,35:27,8,19,.421,1,3,.333,1,2,.500,4,3,7,5,0,1,5,5,18,-10,Indiana Pacers,New York Knicks,2024-02-01
2,Buddy Hield,27:56,1,8,.125,1,7,.143,0,0,,1,1,2,0,1,2,0,2,3,-10,Indiana Pacers,New York Knicks,2024-02-01
3,Myles Turner,24:12,2,6,.333,0,0,,1,3,.333,0,4,4,1,1,0,1,5,5,-6,Indiana Pacers,New York Knicks,2024-02-01
4,Tyrese Haliburton,21:54,6,10,.600,2,6,.333,1,1,1.000,0,4,4,5,0,2,1,1,15,+5,Indiana Pacers,New York Knicks,2024-02-01
6,Andrew Nembhard,26:06,4,12,.333,1,3,.333,1,2,.500,0,3,3,6,0,0,0,2,10,-9,Indiana Pacers,New York Knicks,2024-02-01
7,Jalen Smith,23:48,9,11,.818,2,3,.667,0,1,.000,1,8,9,0,2,2,1,0,20,+2,Indiana Pacers,New York Knicks,2024-02-01
8,Ben Sheppard,22:05,2,4,.500,1,3,.333,0,0,,0,6,6,1,3,0,2,4,5,+3,Indiana Pacers,New York Knicks,2024-02-01
9,Obi Toppin,21:55,4,10,.400,2,2,1.000,2,2,1.000,2,1,3,2,1,2,1,0,12,+3,Indiana Pacers,New York Knicks,2024-02-01
10,Kendall Brown,0:0,Indiana Pacers,New York Knicks,2024-02-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,Isaiah Jackson,0:0,Indiana Pacers,New York Knicks,2024-02-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,James Johnson,0:0,Indiana Pacers,New York Knicks,2024-02-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,T.J. McConnell,0:0,Indiana Pacers,New York Knicks,2024-02-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,Jarace Walker,0:0,Indiana Pacers,New York Knicks,2024-02-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
