,Starters,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,Away,Home,Date
0,James Harden,41:38,7,13,.538,5,9,.556,2,4,.500,0,8,8,11,1,1,4,1,21,+10,Los Angeles Clippers,Miami Heat,2024-02-04
1,Kawhi Leonard,34:50,8,16,.500,3,6,.500,6,6,1.000,3,8,11,4,2,2,3,2,25,-6,Los Angeles Clippers,Miami Heat,2024-02-04
2,Paul George,32:55,3,13,.231,3,10,.300,6,6,1.000,0,7,7,4,1,1,4,2,15,+7,Los Angeles Clippers,Miami Heat,2024-02-04
3,Terance Mann,19:38,3,5,.600,1,2,.500,0,0,,2,3,5,1,0,0,0,1,7,-1,Los Angeles Clippers,Miami Heat,2024-02-04
4,Ivica Zubac,18:20,2,4,.500,0,0,,0,0,,1,2,3,0,0,0,1,2,4,0,Los Angeles Clippers,Miami Heat,2024-02-04
6,Norman Powell,28:15,6,12,.500,2,7,.286,2,2,1.000,0,1,1,1,0,0,0,1,16,+9,Los Angeles Clippers,Miami Heat,2024-02-04
7,Mason Plumlee,26:16,1,2,.500,0,0,,3,4,.750,2,7,9,0,0,0,0,0,5,+11,Los Angeles Clippers,Miami Heat,2024-02-04
8,Amir Coffey,22:56,2,3,.667,1,1,1.000,0,0,,1,2,3,0,1,1,0,3,5,+9,Los Angeles Clippers,Miami Heat,2024-02-04
9,Russell Westbrook,15:12,2,9,.222,1,4,.250,0,0,,0,1,1,2,1,0,3,0,5,+1,Los Angeles Clippers,Miami Heat,2024-02-04
10,Brandon Boston Jr.,0:0,Los Angeles Clippers,Miami Heat,2024-02-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,Kobe Brown,0:0,Los Angeles Clippers,Miami Heat,2024-02-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,Bones Hyland,0:0,Los Angeles Clippers,Miami Heat,2024-02-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,Daniel Theis,0:0,Los Angeles Clippers,Miami Heat,2024-02-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,P.J. Tucker,0:0,Los Angeles Clippers,Miami Heat,2024-02-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
