,Starters,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
0,Jalen Brunson,37:17,15,26,.577,3,5,.600,3,3,1.000,0,3,3,7,0,1,3,2,36,-16
1,Julius Randle,33:57,8,17,.471,0,2,.000,10,10,1.000,1,7,8,1,1,0,3,3,26,-3
2,Isaiah Hartenstein,33:00,4,5,.800,0,0,,4,4,1.000,7,6,13,1,1,0,1,4,12,-14
3,RJ Barrett,29:05,5,17,.294,2,5,.400,1,2,.500,1,6,7,1,0,1,1,1,13,-8
4,Donte DiVincenzo,23:54,4,7,.571,3,6,.500,0,0,,1,1,2,2,1,0,1,3,11,-2
5,player,,,,,,,,,,,,,,,,,,,,
6,Josh Hart,26:02,1,6,.167,0,3,.000,0,0,,0,2,2,3,1,0,1,3,2,-19
7,Immanuel Quickley,21:44,2,8,.250,1,5,.200,2,2,1.000,0,2,2,1,0,0,1,1,7,-11
8,Quentin Grimes,15:49,1,3,.333,0,1,.000,0,0,,0,2,2,0,1,0,0,2,2,-5
9,Taj Gibson,14:40,1,2,.500,0,1,.000,0,0,,1,0,1,1,0,0,0,2,2,-5
10,Ryan Arcidiacono,1:03,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,1,0,-3
11,Charlie Brown Jr.,1:03,0,1,.000,0,1,.000,0,0,,0,0,0,0,0,0,0,0,0,-3
12,Miles McBride,1:03,0,0,,0,0,,0,0,,0,1,1,0,0,0,0,0,0,-3
13,Dmytro Skapintsev,1:03,0,1,.000,0,0,,0,0,,0,0,0,0,0,0,0,0,0,-3
14,Jacob Toppin,0:20,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0
15,Evan Fournier,Did Not Play,,,,,,,,,,,,,,,,,,,
