,Starters,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
0,Jerami Grant,32:28,7,17,.412,1,6,.167,2,2,1.000,0,3,3,2,2,0,3,2,17,+4
1,Skylar Mays,30:51,4,13,.308,2,4,.500,3,3,1.000,0,1,1,4,1,0,2,4,13,-13
2,Shaedon Sharpe,26:42,2,12,.167,1,5,.200,6,7,.857,3,4,7,5,0,0,0,3,11,-27
3,Deandre Ayton,25:48,3,10,.300,0,0,,0,0,,2,4,6,0,0,0,2,3,6,-14
4,Toumani Camara,21:41,0,4,.000,0,3,.000,0,0,,0,1,1,3,2,0,1,1,0,-12
5,player,,,,,,,,,,,,,,,,,,,,
6,Matisse Thybulle,25:43,5,6,.833,3,4,.750,0,0,,0,3,3,3,3,1,0,1,13,-4
7,Jabari Walker,22:51,4,7,.571,3,4,.750,1,2,.500,1,2,3,1,0,2,2,2,12,-12
8,Duop Reath,19:40,6,10,.600,2,5,.400,2,2,1.000,2,0,2,3,0,0,1,2,16,0
9,Kris Murray,17:20,2,5,.400,1,3,.333,0,0,,0,2,2,3,1,0,0,1,5,+7
10,Jamaree Bouyea,9:20,1,6,.167,0,3,.000,0,0,,0,2,2,0,0,0,0,1,2,+1
11,Justin Minaya,2:32,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0
12,Rayan Rupert,2:32,0,1,.000,0,1,.000,0,0,,0,0,0,0,0,0,1,1,0,0
13,Ish Wainright,2:32,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0
14,Moses Brown,Did Not Play,,,,,,,,,,,,,,,,,,,
