,Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
0,De'Anthony Melton,36:45,.793,.769,.538,.154,2.8,11.6,7.2,3.8,2.7,0.0,6.7,17.1,155,98,9.0
1,Tyrese Maxey,34:23,.595,.583,.333,.167,3.0,15.5,9.2,8.6,0.0,3.0,4.9,25.0,125,101,4.6
2,Tobias Harris,32:53,.469,.457,.217,.043,3.2,19.5,11.2,9.6,1.5,0.0,0.0,30.2,108,99,1.7
3,Paul Reed,31:31,.609,.591,.091,.273,16.6,16.9,16.7,12.7,1.6,9.9,14.0,19.2,127,93,6.8
4,Kelly Oubre Jr.,28:40,.254,.214,.571,.286,3.6,11.2,7.4,3.9,3.5,7.3,11.3,13.1,64,92,-2.4
5,player,,,,,,,,,,,,,,,,
6,Marcus Morris,21:45,.457,.429,.214,.214,0.0,14.7,7.3,0.0,0.0,0.0,0.0,29.8,100,103,-8.1
7,Patrick Beverley,16:39,.635,.571,.143,.286,0.0,25.6,12.7,17.2,3.0,6.3,11.3,22.6,125,89,8.5
8,Mo Bamba,16:18,.000,.000,.000,.000,12.8,32.7,22.7,6.5,3.1,6.4,50.0,5.2,74,87,-1.8
9,Robert Covington,11:26,.410,.500,.500,.500,0.0,9.3,4.6,20.6,8.7,0.0,29.1,12.7,82,85,3.8
10,Danuel House Jr.,7:10,,,,,14.6,0.0,7.4,0.0,0.0,0.0,100.0,5.9,53,108,-9.8
11,KJ Martin,1:15,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,108,-6.4
12,Jaden Springer,1:15,,,,,0.0,0.0,0.0,0.0,0.0,0.0,100.0,33.8,0,108,-44.7
13,Furkan Korkmaz,Did Not Play,,,,,,,,,,,,,,,
