,Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
0,Jaylen Brown,35:08,.460,.425,.200,.200,3.7,8.0,6.2,0.0,5.4,4.6,12.1,30.0,86,110,-7.4
1,Jrue Holiday,34:58,.547,.500,.455,.182,0.0,13.5,7.8,24.6,1.3,0.0,20.2,18.1,109,120,-3.1
2,Al Horford,33:19,.929,.889,.444,.444,7.8,11.3,9.8,14.9,1.4,4.9,8.5,15.0,178,117,9.3
3,Derrick White,32:03,.723,.591,.364,.727,4.0,14.7,10.2,23.8,1.5,2.5,6.4,20.6,157,118,7.2
4,Jayson Tatum,27:27,.810,.778,.556,1.000,0.0,24.0,13.9,24.5,1.7,3.0,35.1,30.9,107,113,1.6
5,player,,,,,,,,,,,,,,,,
6,Sam Hauser,25:52,.935,.900,.800,.400,5.0,14.6,10.5,5.6,1.8,3.1,33.8,14.6,118,116,2.5
7,Payton Pritchard,23:21,.635,.571,.857,.286,0.0,8.1,4.7,31.3,2.0,0.0,0.0,14.4,157,120,4.9
8,Neemias Queta,10:11,.906,1.000,.000,4.000,25.5,27.7,26.8,0.0,0.0,0.0,42.0,19.9,117,117,-6.2
9,Dalano Banton,10:04,.450,.500,.250,.250,38.7,18.7,27.1,16.2,0.0,8.1,0.0,18.8,132,116,2.6
10,Luke Kornet,7:35,,,,,0.0,12.4,7.2,0.0,0.0,0.0,,0.0,0,123,-8.2
11,Oshae Brissett,Did Not Play,,,,,,,,,,,,,,,
12,Svi Mykhailiuk,Did Not Play,,,,,,,,,,,,,,,
13,Lamar Stevens,Did Not Play,,,,,,,,,,,,,,,
