,Starters,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,Away,Home,Date
0,Miles Bridges,40:31,11,20,.550,6,13,.462,2,2,1.000,2,13,15,5,1,3,0,1,30,+3,Chicago Bulls,Charlotte Hornets,2024-01-31
1,Brandon Miller,38:24,8,21,.381,3,10,.300,2,2,1.000,0,1,1,3,1,0,2,2,21,-17,Chicago Bulls,Charlotte Hornets,2024-01-31
2,Cody Martin,28:01,3,10,.300,1,2,.500,0,1,.000,0,1,1,6,0,0,3,3,7,0,Chicago Bulls,Charlotte Hornets,2024-01-31
3,Nick Richards,24:32,3,4,.750,0,0,,4,4,1.000,3,3,6,1,0,1,0,5,10,-12,Chicago Bulls,Charlotte Hornets,2024-01-31
4,Bryce McGowens,12:40,1,4,.250,0,2,.000,3,4,.750,0,2,2,2,0,0,0,0,5,-9,Chicago Bulls,Charlotte Hornets,2024-01-31
6,P.J. Washington,35:54,10,17,.588,3,9,.333,3,4,.750,3,5,8,1,0,1,3,3,26,+2,Chicago Bulls,Charlotte Hornets,2024-01-31
7,Ish Smith,15:56,1,3,.333,1,1,1.000,0,0,,0,0,0,2,0,0,0,2,3,-1,Chicago Bulls,Charlotte Hornets,2024-01-31
8,Leaky Black,12:59,1,2,.500,1,2,.500,0,0,,0,1,1,1,1,0,0,1,3,-8,Chicago Bulls,Charlotte Hornets,2024-01-31
9,Nick Smith Jr.,12:28,2,5,.400,1,3,.333,0,0,,1,1,2,1,0,0,1,0,5,+4,Chicago Bulls,Charlotte Hornets,2024-01-31
10,Frank Ntilikina,9:54,0,4,.000,0,4,.000,0,0,,0,3,3,3,0,0,0,0,0,+9,Chicago Bulls,Charlotte Hornets,2024-01-31
11,Nathan Mensah,8:40,0,0,,0,0,,0,0,,0,1,1,0,1,1,0,1,0,-6,Chicago Bulls,Charlotte Hornets,2024-01-31
12,James Bouknight,0:0,Chicago Bulls,Charlotte Hornets,2024-01-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,JT Thor,0:0,Chicago Bulls,Charlotte Hornets,2024-01-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
