,Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM,Away,Home,Date
0,Deni Avdija,41:47,.888,.850,.500,.800,0.0,29.4,14.4,12.4,2.1,0.0,18.2,16.3,143,120,4.6,Washington Wizards,Boston Celtics,2024-02-09
1,Tyus Jones,37:23,.654,.654,.231,.000,0.0,6.0,2.9,32.1,0.0,2.2,7.1,15.5,136,127,1.9,Washington Wizards,Boston Celtics,2024-02-09
2,Jordan Poole,37:10,.468,.447,.526,.158,0.0,6.0,2.9,18.0,1.2,0.0,12.9,25.9,88,126,-9.1,Washington Wizards,Boston Celtics,2024-02-09
3,Kyle Kuzma,37:02,.571,.536,.571,.143,2.9,9.0,5.9,17.4,0.0,0.0,0.0,16.6,126,128,-1.6,Washington Wizards,Boston Celtics,2024-02-09
4,Bilal Coulibaly,32:31,.520,.444,.667,.278,9.8,17.2,13.4,12.3,2.7,0.0,9.0,28.2,106,121,-1.6,Washington Wizards,Boston Celtics,2024-02-09
6,Corey Kispert,23:51,.783,.750,.429,.214,0.0,28.1,13.7,29.9,5.6,0.0,0.0,26.5,155,112,20.4,Washington Wizards,Boston Celtics,2024-02-09
7,Landry Shamet,13:36,.500,.500,.667,.000,0.0,8.2,4.0,0.0,0.0,0.0,25.0,12.1,66,129,-11.5,Washington Wizards,Boston Celtics,2024-02-09
8,Eugene Omoruyi,13:07,.500,.500,.250,.000,8.1,34.0,20.8,19.4,0.0,0.0,33.3,18.9,88,124,-9.0,Washington Wizards,Boston Celtics,2024-02-09
9,Delon Wright,3:33,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,130,-13.4,Washington Wizards,Boston Celtics,2024-02-09
10,Jules Bernard,0:0,Washington Wizards,Boston Celtics,2024-02-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,Johnny Davis,0:0,Washington Wizards,Boston Celtics,2024-02-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,Anthony Gill,0:0,Washington Wizards,Boston Celtics,2024-02-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
