,Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM,Away,Home,Date
0,Jalen Brunson,41:37,.646,.600,.267,.367,4.6,7.4,5.9,25.1,1.2,0.0,10.3,38.3,126,115,13.1,New York Knicks,Milwaukee Bucks,2023-11-03
1,Julius Randle,38:59,.334,.275,.450,.450,9.9,21.0,15.2,19.3,2.5,0.0,4.0,26.3,91,108,-1.3,New York Knicks,Milwaukee Bucks,2023-11-03
2,Josh Hart,35:58,.304,.222,.444,.222,5.3,22.7,13.8,18.9,4.1,3.1,0.0,11.3,103,102,3.0,New York Knicks,Milwaukee Bucks,2023-11-03
3,Quentin Grimes,33:34,.773,.773,.909,.000,0.0,12.2,5.9,9.7,0.0,0.0,8.3,14.7,147,116,5.5,New York Knicks,Milwaukee Bucks,2023-11-03
4,Mitchell Robinson,29:27,.000,.000,.000,.000,19.6,31.2,25.2,4.3,0.0,0.0,0.0,5.6,86,112,-6.9,New York Knicks,Milwaukee Bucks,2023-11-03
6,Immanuel Quickley,21:49,.618,.550,.300,.300,0.0,14.0,6.8,8.1,0.0,0.0,8.1,23.2,124,116,2.2,New York Knicks,Milwaukee Bucks,2023-11-03
7,Isaiah Hartenstein,18:15,.667,.667,.000,.000,5.3,11.2,8.1,0.0,0.0,0.0,40.0,11.2,80,116,-10.3,New York Knicks,Milwaukee Bucks,2023-11-03
8,Donte DiVincenzo,18:13,.188,.188,.500,.000,5.3,16.8,10.9,0.0,0.0,0.0,11.1,20.3,47,116,-14.9,New York Knicks,Milwaukee Bucks,2023-11-03
9,Miles McBride,2:06,.000,.000,1.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.5,0,119,-24.0,New York Knicks,Milwaukee Bucks,2023-11-03
10,Ryan Arcidiacono,0:0,New York Knicks,Milwaukee Bucks,2023-11-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,Evan Fournier,0:0,New York Knicks,Milwaukee Bucks,2023-11-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,DaQuan Jeffries,0:0,New York Knicks,Milwaukee Bucks,2023-11-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,Jericho Sims,0:0,New York Knicks,Milwaukee Bucks,2023-11-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,Dylan Windler,0:0,New York Knicks,Milwaukee Bucks,2023-11-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
