,Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
0,Luka Dončić,45:59,.639,.614,.591,.636,4.3,28.3,16.1,68.3,2.1,3.7,19.9,31.3,129,117,14.2
1,Dereck Lively II,39:19,.893,1.000,.000,.556,14.9,25.4,20.1,0.0,1.2,15.3,15.2,13.7,149,114,7.6
2,Seth Curry,36:18,.400,.400,.600,.000,8.1,5.5,6.8,11.8,1.3,2.4,0.0,16.9,110,130,-3.0
3,Derrick Jones Jr.,32:52,.756,.733,.800,.133,3.0,9.1,6.0,5.3,1.5,2.6,15.9,23.5,123,128,4.4
4,Grant Williams,26:35,.322,.167,.667,.667,3.7,0.0,1.9,4.9,0.0,0.0,0.0,11.9,93,136,-12.7
5,player,,,,,,,,,,,,,,,,
6,A.J. Lawson,18:52,.551,.550,.700,.200,0.0,0.0,0.0,17.7,0.0,4.5,0.0,23.6,125,134,2.0
7,Jaden Hardy,14:34,.436,.417,.667,.333,0.0,13.7,6.8,0.0,0.0,0.0,22.5,24.9,68,130,-21.7
8,Olivier-Maxence Prosper,14:01,.347,.000,.500,1.000,7.0,0.0,3.5,8.8,0.0,0.0,0.0,8.4,120,136,-9.3
9,Richaun Holmes,4:47,.568,,,,0.0,20.9,10.3,0.0,0.0,0.0,0.0,7.5,122,127,-5.9
10,Dwight Powell,3:54,1.136,,,,0.0,0.0,0.0,0.0,0.0,0.0,53.2,19.7,106,136,-13.8
11,Dexter Dennis,2:49,.000,.000,1.000,.000,34.8,35.5,35.1,0.0,0.0,0.0,0.0,29.0,41,121,-28.5
12,Greg Brown III,Did Not Play,,,,,,,,,,,,,,,
13,Markieff Morris,Did Not Play,,,,,,,,,,,,,,,
