,Starters,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,Away,Home,Date
0,Bennedict Mathurin,38:24,9,18,.500,4,7,.571,0,0,,5,4,9,4,2,0,3,1,22,+18,Utah Jazz,Indiana Pacers,2023-11-08
1,Bruce Brown,32:21,4,11,.364,1,4,.250,0,0,,0,4,4,0,2,1,2,2,9,+13,Utah Jazz,Indiana Pacers,2023-11-08
2,Tyrese Haliburton,30:40,6,12,.500,1,6,.167,3,3,1.000,1,5,6,13,1,0,2,0,16,-1,Utah Jazz,Indiana Pacers,2023-11-08
3,Myles Turner,22:56,8,12,.667,0,2,.000,6,8,.750,3,3,6,0,0,3,0,2,22,+3,Utah Jazz,Indiana Pacers,2023-11-08
4,Obi Toppin,19:16,3,7,.429,0,3,.000,0,0,,0,1,1,0,3,1,1,2,6,-5,Utah Jazz,Indiana Pacers,2023-11-08
6,Aaron Nesmith,30:12,9,13,.692,4,6,.667,2,2,1.000,1,1,2,0,2,0,1,4,24,+14,Utah Jazz,Indiana Pacers,2023-11-08
7,Jalen Smith,24:45,5,8,.625,0,0,,6,7,.857,3,8,11,1,2,1,1,0,16,+12,Utah Jazz,Indiana Pacers,2023-11-08
8,Buddy Hield,22:15,4,16,.250,2,12,.167,0,0,,0,3,3,1,1,1,1,2,10,+10,Utah Jazz,Indiana Pacers,2023-11-08
9,Andrew Nembhard,19:10,4,4,1.000,1,1,1.000,0,0,,1,3,4,7,1,0,0,2,9,+16,Utah Jazz,Indiana Pacers,2023-11-08
10,Isaiah Jackson,0:0,Utah Jazz,Indiana Pacers,2023-11-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,T.J. McConnell,0:0,Utah Jazz,Indiana Pacers,2023-11-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,Jordan Nwora,0:0,Utah Jazz,Indiana Pacers,2023-11-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,Ben Sheppard,0:0,Utah Jazz,Indiana Pacers,2023-11-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,Daniel Theis,0:0,Utah Jazz,Indiana Pacers,2023-11-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,Jarace Walker,0:0,Utah Jazz,Indiana Pacers,2023-11-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
