,Starters,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,Away,Home,Date
0,Shai Gilgeous-Alexander,35:42,11,17,.647,2,3,.667,8,10,.800,1,5,6,5,3,1,3,5,32,+3,Oklahoma City Thunder,Washington Wizards,2024-01-08
1,Jalen Williams,33:50,9,13,.692,1,1,1.000,2,2,1.000,1,6,7,10,2,0,4,3,21,+22,Oklahoma City Thunder,Washington Wizards,2024-01-08
2,Chet Holmgren,31:47,11,14,.786,4,5,.800,5,8,.625,1,3,4,5,0,2,0,3,31,+1,Oklahoma City Thunder,Washington Wizards,2024-01-08
3,Luguentz Dort,27:19,2,5,.400,0,3,.000,3,4,.750,0,3,3,1,0,1,2,4,7,0,Oklahoma City Thunder,Washington Wizards,2024-01-08
4,Josh Giddey,26:11,4,11,.364,1,3,.333,0,0,,1,5,6,9,2,0,1,2,9,+22,Oklahoma City Thunder,Washington Wizards,2024-01-08
6,Cason Wallace,24:00,2,7,.286,1,4,.250,0,0,,1,1,2,2,2,3,1,1,5,-4,Oklahoma City Thunder,Washington Wizards,2024-01-08
7,Aaron Wiggins,22:35,6,8,.750,1,1,1.000,0,0,,2,3,5,0,1,0,1,1,13,-2,Oklahoma City Thunder,Washington Wizards,2024-01-08
8,Isaiah Joe,21:22,6,10,.600,4,7,.571,0,0,,1,3,4,3,0,0,1,0,16,-5,Oklahoma City Thunder,Washington Wizards,2024-01-08
9,Kenrich Williams,17:14,1,3,.333,0,1,.000,0,0,,2,1,3,2,1,0,1,2,2,+3,Oklahoma City Thunder,Washington Wizards,2024-01-08
10,Tre Mann,0:0,Oklahoma City Thunder,Washington Wizards,2024-01-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,Vasilije Micić,0:0,Oklahoma City Thunder,Washington Wizards,2024-01-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,Aleksej Pokusevski,0:0,Oklahoma City Thunder,Washington Wizards,2024-01-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,Lindy Waters III,0:0,Oklahoma City Thunder,Washington Wizards,2024-01-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,Jaylin Williams,0:0,Oklahoma City Thunder,Washington Wizards,2024-01-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
