,Starters,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,Away,Home,Date
0,Luka Dončić,37:31,14,29,.483,5,13,.385,6,7,.857,0,8,8,10,1,1,4,3,39,+9,Dallas Mavericks,Golden State Warriors,2023-12-30
1,Dereck Lively II,34:32,5,7,.714,0,0,,2,3,.667,1,13,14,1,0,0,1,2,12,+12,Dallas Mavericks,Golden State Warriors,2023-12-30
2,Dante Exum,33:51,8,12,.667,3,5,.600,0,0,,0,0,0,5,1,0,1,1,19,+16,Dallas Mavericks,Golden State Warriors,2023-12-30
3,Derrick Jones Jr.,24:09,3,7,.429,0,3,.000,1,2,.500,2,3,5,1,2,1,1,1,7,-5,Dallas Mavericks,Golden State Warriors,2023-12-30
4,Jaden Hardy,23:34,4,8,.500,1,5,.200,0,0,,0,2,2,0,0,0,1,2,9,+7,Dallas Mavericks,Golden State Warriors,2023-12-30
6,Tim Hardaway Jr.,29:19,5,12,.417,2,8,.250,4,5,.800,0,6,6,5,0,0,0,2,16,+9,Dallas Mavericks,Golden State Warriors,2023-12-30
7,Josh Green,24:41,6,8,.750,3,4,.750,3,3,1.000,0,0,0,2,0,0,1,0,18,+2,Dallas Mavericks,Golden State Warriors,2023-12-30
8,Grant Williams,18:55,3,3,1.000,2,2,1.000,2,2,1.000,1,5,6,0,1,0,0,1,10,+2,Dallas Mavericks,Golden State Warriors,2023-12-30
9,Dwight Powell,13:28,1,2,.500,0,0,,0,0,,2,0,2,1,0,0,0,2,2,-2,Dallas Mavericks,Golden State Warriors,2023-12-30
10,Brandon Williams,0:0,Dallas Mavericks,Golden State Warriors,2023-12-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,Olivier-Maxence Prosper,0:0,Dallas Mavericks,Golden State Warriors,2023-12-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,Markieff Morris,0:0,Dallas Mavericks,Golden State Warriors,2023-12-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,A.J. Lawson,0:0,Dallas Mavericks,Golden State Warriors,2023-12-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,Maxi Kleber,0:0,Dallas Mavericks,Golden State Warriors,2023-12-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,Kyrie Irving,0:0,Dallas Mavericks,Golden State Warriors,2023-12-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,Richaun Holmes,0:0,Dallas Mavericks,Golden State Warriors,2023-12-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,Seth Curry,0:0,Dallas Mavericks,Golden State Warriors,2023-12-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,Greg Brown III,Not With Team,Dallas Mavericks,Golden State Warriors,2023-12-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
