,Starters,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,Away,Home,Date
0,Stephen Curry,32:05,9,19,.474,7,16,.438,0,0,,0,6,6,10,3,1,1,1,25,+30,Golden State Warriors,Utah Jazz,2024-02-12
1,Klay Thompson,29:55,11,19,.579,3,7,.429,1,1,1.000,1,5,6,2,0,0,1,0,26,+1,Golden State Warriors,Utah Jazz,2024-02-12
2,Andrew Wiggins,28:08,6,10,.600,3,3,1.000,2,3,.667,0,2,2,0,1,0,1,1,17,+31,Golden State Warriors,Utah Jazz,2024-02-12
3,Jonathan Kuminga,27:06,4,10,.400,1,1,1.000,5,6,.833,1,1,2,0,0,1,3,2,14,-4,Golden State Warriors,Utah Jazz,2024-02-12
4,Draymond Green,23:29,5,7,.714,2,4,.500,0,0,,2,8,10,8,1,1,1,4,12,+11,Golden State Warriors,Utah Jazz,2024-02-12
6,Brandin Podziemski,24:55,4,9,.444,2,3,.667,0,0,,0,4,4,3,1,0,4,1,10,+9,Golden State Warriors,Utah Jazz,2024-02-12
7,Lester Quinones,16:17,0,3,.000,0,2,.000,0,0,,0,2,2,2,1,0,1,1,0,-8,Golden State Warriors,Utah Jazz,2024-02-12
8,Gary Payton II,15:21,4,4,1.000,1,1,1.000,2,2,1.000,1,1,2,2,0,0,1,1,11,+9,Golden State Warriors,Utah Jazz,2024-02-12
9,Dario Šarić,11:36,0,3,.000,0,2,.000,0,0,,0,3,3,1,0,0,0,1,0,-4,Golden State Warriors,Utah Jazz,2024-02-12
10,Kevon Looney,10:59,0,2,.000,0,0,,0,0,,1,3,4,2,0,0,0,1,0,+6,Golden State Warriors,Utah Jazz,2024-02-12
11,Trayce Jackson-Davis,9:13,4,4,1.000,0,0,,3,5,.600,3,1,4,1,0,1,0,0,11,+14,Golden State Warriors,Utah Jazz,2024-02-12
12,Moses Moody,8:40,0,8,.000,0,3,.000,0,0,,2,2,4,0,0,0,0,0,0,+13,Golden State Warriors,Utah Jazz,2024-02-12
13,Gui Santos,2:16,1,2,.500,1,2,.500,0,0,,1,1,2,0,1,0,0,0,3,+2,Golden State Warriors,Utah Jazz,2024-02-12
