,Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM,Away,Home,Date
0,OG Anunoby,39:01,.829,.808,.769,.154,2.8,18.7,10.9,27.2,1.3,2.4,12.6,18.2,143,116,10.7,Miami Heat,Toronto Raptors,2023-12-06
1,Pascal Siakam,35:43,.841,.731,.077,.846,3.1,8.8,6.0,32.4,0.0,2.6,10.1,24.8,160,121,12.9,Miami Heat,Toronto Raptors,2023-12-06
2,Dennis Schröder,34:36,.250,.250,.278,.000,6.3,9.0,7.7,22.1,0.0,0.0,14.3,27.1,63,123,-19.6,Miami Heat,Toronto Raptors,2023-12-06
3,Scottie Barnes,33:30,.353,.353,.412,.000,9.8,24.9,17.5,24.0,0.0,2.8,15.0,26.7,80,117,-7.7,Miami Heat,Toronto Raptors,2023-12-06
4,Jakob Poeltl,27:36,.347,.500,.000,1.000,4.0,18.9,11.6,4.9,0.0,13.6,0.0,4.7,97,110,-4.1,Miami Heat,Toronto Raptors,2023-12-06
6,Gary Trent Jr.,25:09,.631,.591,.636,.182,0.0,8.3,4.2,13.9,0.0,0.0,7.8,22.9,115,123,-1.9,Miami Heat,Toronto Raptors,2023-12-06
7,Otto Porter Jr.,14:26,.000,.000,1.000,.000,0.0,14.5,7.4,9.0,3.5,6.5,33.3,9.3,21,108,-9.2,Miami Heat,Toronto Raptors,2023-12-06
8,Precious Achiuwa,13:25,.643,.643,.429,.000,0.0,23.3,11.9,31.5,3.7,0.0,12.5,26.6,108,111,9.2,Miami Heat,Toronto Raptors,2023-12-06
9,Chris Boucher,10:10,.000,.000,.500,.000,0.0,41.1,21.0,0.0,0.0,0.0,33.3,13.2,0,116,-18.9,Miami Heat,Toronto Raptors,2023-12-06
10,Malachi Flynn,6:23,1.500,1.500,1.000,.000,0.0,16.3,8.4,25.5,0.0,0.0,0.0,7.0,277,121,10.1,Miami Heat,Toronto Raptors,2023-12-06
11,Jalen McDaniels,0:0,Miami Heat,Toronto Raptors,2023-12-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,Garrett Temple,0:0,Miami Heat,Toronto Raptors,2023-12-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,Thaddeus Young,0:0,Miami Heat,Toronto Raptors,2023-12-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
