,Starters,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,Away,Home,Date
0,Scottie Barnes,38:37,7,14,.500,1,2,.500,7,7,1.000,5,12,17,7,0,3,5,3,22,+22,Charlotte Hornets,Toronto Raptors,2023-12-18
1,Pascal Siakam,35:59,11,16,.688,0,1,.000,5,6,.833,4,4,8,8,1,0,2,1,27,+2,Charlotte Hornets,Toronto Raptors,2023-12-18
2,Dennis Schröder,34:12,4,6,.667,3,5,.600,2,2,1.000,0,0,0,5,0,0,3,2,13,+12,Charlotte Hornets,Toronto Raptors,2023-12-18
3,OG Anunoby,32:16,2,10,.200,0,5,.000,1,1,1.000,0,2,2,2,1,0,2,3,5,+3,Charlotte Hornets,Toronto Raptors,2023-12-18
4,Jakob Poeltl,15:18,2,2,1.000,0,0,,0,0,,0,1,1,2,0,0,4,3,4,-12,Charlotte Hornets,Toronto Raptors,2023-12-18
6,Gary Trent Jr.,34:45,9,17,.529,4,10,.400,0,0,,0,10,10,3,1,0,1,1,22,+25,Charlotte Hornets,Toronto Raptors,2023-12-18
7,Precious Achiuwa,17:46,5,9,.556,0,1,.000,2,4,.500,5,2,7,1,1,0,0,1,12,+12,Charlotte Hornets,Toronto Raptors,2023-12-18
8,Malachi Flynn,16:20,1,6,.167,0,4,.000,0,0,,0,3,3,2,0,0,0,1,2,+4,Charlotte Hornets,Toronto Raptors,2023-12-18
9,Chris Boucher,14:46,3,6,.500,0,1,.000,1,2,.500,1,2,3,0,0,1,0,1,7,+7,Charlotte Hornets,Toronto Raptors,2023-12-18
10,Gradey Dick,0:0,Charlotte Hornets,Toronto Raptors,2023-12-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,Jalen McDaniels,0:0,Charlotte Hornets,Toronto Raptors,2023-12-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,Otto Porter Jr.,0:0,Charlotte Hornets,Toronto Raptors,2023-12-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,Garrett Temple,0:0,Charlotte Hornets,Toronto Raptors,2023-12-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,Thaddeus Young,0:0,Charlotte Hornets,Toronto Raptors,2023-12-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
