,Starters,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
0,Devin Booker,36:28,9,20,.450,0,3,.000,6,9,.667,2,2,4,7,0,0,0,1,24,-24
1,Kevin Durant,34:04,9,14,.643,2,3,.667,8,9,.889,0,7,7,2,1,0,7,0,28,-14
2,Grayson Allen,29:57,4,10,.400,3,6,.500,0,0,,2,2,4,2,3,1,1,1,11,-20
3,Eric Gordon,24:43,0,2,.000,0,1,.000,0,0,,0,4,4,2,0,1,0,1,0,-25
4,Drew Eubanks,14:34,1,3,.333,0,0,,0,0,,1,1,2,0,1,0,2,2,2,-23
5,player,,,,,,,,,,,,,,,,,,,,
6,Udoka Azubuike,22:22,5,5,1.000,0,0,,1,2,.500,5,6,11,2,0,1,1,4,11,+1
7,Saben Lee,19:43,2,8,.250,0,3,.000,2,2,1.000,1,2,3,4,1,1,1,2,6,+11
8,Nassir Little,16:04,3,8,.375,0,3,.000,0,0,,0,0,0,0,1,0,1,3,6,0
9,Jordan Goodwin,14:00,1,6,.167,0,1,.000,1,2,.500,2,1,3,0,1,0,1,2,3,+5
10,Chimezie Metu,13:01,3,6,.500,0,2,.000,4,4,1.000,1,3,4,0,0,0,1,1,10,+5
11,Yuta Watanabe,11:42,1,4,.250,0,3,.000,0,0,,0,2,2,0,0,0,0,2,2,+5
12,Bol Bol,3:22,1,2,.500,0,0,,0,0,,1,0,1,0,0,0,0,0,2,+4
13,Keita Bates-Diop,Did Not Play,,,,,,,,,,,,,,,,,,,
