,Starters,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
0,Malcolm Brogdon,32:33,8,17,.471,3,4,.750,4,5,.800,1,6,7,9,0,1,1,3,23,-14
1,Jerami Grant,32:33,6,15,.400,0,3,.000,5,5,1.000,1,2,3,3,1,1,1,3,17,-14
2,Anfernee Simons,30:05,8,15,.533,3,7,.429,0,0,,0,2,2,3,0,0,4,4,19,-24
3,Jabari Walker,22:21,5,8,.625,1,2,.500,1,2,.500,3,4,7,0,0,0,0,0,12,-30
4,Deandre Ayton,22:19,3,7,.429,0,0,,0,0,,1,3,4,0,0,0,1,3,6,-17
5,player,,,,,,,,,,,,,,,,,,,,
6,Scoot Henderson,23:08,1,6,.167,0,3,.000,2,2,1.000,0,1,1,2,0,0,3,1,4,-8
7,Toumani Camara,22:40,2,5,.400,0,2,.000,1,2,.500,1,4,5,1,2,0,1,3,5,+5
8,Duop Reath,22:22,6,9,.667,2,4,.500,2,2,1.000,2,1,3,4,0,1,1,3,16,-8
9,Matisse Thybulle,12:18,0,1,.000,0,1,.000,0,0,,0,0,0,2,3,0,0,0,0,-8
10,Rayan Rupert,6:08,2,5,.400,0,2,.000,2,2,1.000,1,0,1,0,0,0,0,0,6,-1
11,Kris Murray,6:08,0,0,,0,0,,0,0,,0,1,1,0,0,1,0,0,0,-1
12,Taze Moore,4:06,1,2,.500,0,1,.000,0,0,,0,0,0,0,1,0,0,1,2,-1
13,Ibou Badji,3:19,0,0,,0,0,,0,0,,0,1,1,0,0,1,0,0,0,+1
